,time,[V],[V]
103,20.6,0.30,0.64
104,20.8,0.38,0.60
105,21.0,0.48,0.58
106,21.2,0.56,0.54
107,21.4,0.64,0.50
108,21.6,0.72,0.46
109,21.8,0.80,0.40
110,22.0,0.88,0.36
111,22.2,0.96,0.32
112,22.4,1.02,0.26
113,22.6,1.10,0.22
114,22.8,1.16,0.18
115,23.0,1.22,0.12
116,23.2,1.26,0.08
117,23.4,1.32,0.02
118,23.6,1.36,-0.02
119,23.8,1.40,-0.08
120,24.0,1.44,-0.12
121,24.2,1.46,-0.16
122,24.4,1.50,-0.22
123,24.6,1.50,-0.26
124,24.8,1.52,-0.30
125,25.0,1.52,-0.34
126,25.2,1.52,-0.38
127,25.4,1.52,-0.42
128,25.6,1.52,-0.46
129,25.8,1.50,-0.50
130,26.0,1.46,-0.54
131,26.2,1.44,-0.56
132,26.4,1.40,-0.60
133,26.6,1.36,-0.62
134,26.8,1.32,-0.66
135,27.0,1.26,-0.68
136,27.2,1.20,-0.70
137,27.4,1.14,-0.72
138,27.6,1.06,-0.74
139,27.8,1.00,-0.76
140,28.0,0.92,-0.76
141,28.2,0.84,-0.78
142,28.4,0.74,-0.78
143,28.6,0.66,-0.78
144,28.8,0.56,-0.78
145,29.0,0.48,-0.78
146,29.2,0.38,-0.78
147,29.4,0.28,-0.78
148,29.6,0.18,-0.76
149,29.8,0.08,-0.74
150,30.0,-0.02,-0.72
151,30.2,-0.10,-0.70
152,30.4,-0.20,-0.68
153,30.6,-0.30,-0.64
154,30.8,-0.38,-0.62
155,31.0,-0.48,-0.58
156,31.2,-0.56,-0.54
157,31.4,-0.64,-0.50
158,31.6,-0.72,-0.46
159,31.8,-0.80,-0.42
160,32.0,-0.88,-0.36
161,32.2,-0.96,-0.32
162,32.4,-1.02,-0.28
163,32.6,-1.10,-0.22
164,32.8,-1.16,-0.18
165,33.0,-1.22,-0.12
166,33.2,-1.26,-0.08
167,33.4,-1.32,-0.04
168,33.6,-1.36,0.02
169,33.8,-1.40,0.06
170,34.0,-1.44,0.12
171,34.2,-1.48,0.16
172,34.4,-1.50,0.20
173,34.6,-1.52,0.24
174,34.8,-1.52,0.30
175,35.0,-1.54,0.34
176,35.2,-1.54,0.38
177,35.4,-1.52,0.42
178,35.6,-1.52,0.46
179,35.8,-1.50,0.48
180,36.0,-1.48,0.52
181,36.2,-1.44,0.56
182,36.4,-1.40,0.58
183,36.6,-1.36,0.62
184,36.8,-1.32,0.64
185,37.0,-1.26,0.66
186,37.2,-1.20,0.70
187,37.4,-1.14,0.72
188,37.6,-1.06,0.72
189,37.8,-1.00,0.74
190,38.0,-0.92,0.76
191,38.2,-0.84,0.76
192,38.4,-0.74,0.78
193,38.6,-0.66,0.78
194,38.8,-0.56,0.78
195,39.0,-0.48,0.78
196,39.2,-0.38,0.78
197,39.4,-0.28,0.76
198,39.6,-0.18,0.76
199,39.8,-0.08,0.74
200,40.0,0.02,0.72
201,40.2,0.10,0.70
202,40.4,0.20,0.68
203,40.6,0.30,0.64
204,40.8,0.38,0.60
205,41.0,0.48,0.58
206,41.2,0.56,0.54
207,41.4,0.64,0.50
208,41.6,0.72,0.46
209,41.8,0.80,0.40
210,42.0,0.88,0.36
211,42.2,0.96,0.32
212,42.4,1.02,0.26
213,42.6,1.10,0.22
214,42.8,1.16,0.18
215,43.0,1.22,0.12
216,43.2,1.26,0.08
217,43.4,1.32,0.02
218,43.6,1.36,-0.02
219,43.8,1.40,-0.08
220,44.0,1.44,-0.12
221,44.2,1.46,-0.16
222,44.4,1.50,-0.22
223,44.6,1.50,-0.26
224,44.8,1.52,-0.30
225,45.0,1.52,-0.34
226,45.2,1.52,-0.38
227,45.4,1.52,-0.42
228,45.6,1.52,-0.46
229,45.8,1.50,-0.50
230,46.0,1.46,-0.54
231,46.2,1.44,-0.56
232,46.4,1.40,-0.60
233,46.6,1.36,-0.62
234,46.8,1.32,-0.66
235,47.0,1.26,-0.68
236,47.2,1.20,-0.70
237,47.4,1.14,-0.72
238,47.6,1.06,-0.74
239,47.8,1.00,-0.76
240,48.0,0.92,-0.76
241,48.2,0.84,-0.78
242,48.4,0.74,-0.78
243,48.6,0.66,-0.78
244,48.8,0.56,-0.78
245,49.0,0.48,-0.78
246,49.2,0.38,-0.78
247,49.4,0.28,-0.78
248,49.6,0.18,-0.76
249,49.8,0.08,-0.74
250,50.0,-0.02,-0.72
251,50.2,-0.10,-0.70
252,50.4,-0.20,-0.68
253,50.6,-0.30,-0.64
254,50.8,-0.38,-0.62
255,51.0,-0.48,-0.58
256,51.2,-0.56,-0.54
257,51.4,-0.64,-0.50
258,51.6,-0.72,-0.46
259,51.8,-0.80,-0.42
260,52.0,-0.88,-0.36
261,52.2,-0.96,-0.32
262,52.4,-1.02,-0.28
263,52.6,-1.10,-0.22
264,52.8,-1.16,-0.18
265,53.0,-1.22,-0.12
266,53.2,-1.26,-0.08
267,53.4,-1.32,-0.04
268,53.6,-1.36,0.02
269,53.8,-1.40,0.06
270,54.0,-1.44,0.12
271,54.2,-1.48,0.16
272,54.4,-1.50,0.20
273,54.6,-1.52,0.24
274,54.8,-1.52,0.30
275,55.0,-1.54,0.34
276,55.2,-1.54,0.38
277,55.4,-1.52,0.42
278,55.6,-1.52,0.46
279,55.8,-1.50,0.48
280,56.0,-1.48,0.52
281,56.2,-1.44,0.56
282,56.4,-1.40,0.58
283,56.6,-1.36,0.62
284,56.8,-1.32,0.64
285,57.0,-1.26,0.66
286,57.2,-1.20,0.68
287,57.4,-1.14,0.70
288,57.6,-1.06,0.72
289,57.8,-1.00,0.74
290,58.0,-0.92,0.76
291,58.2,-0.84,0.76
292,58.4,-0.74,0.78
293,58.6,-0.66,0.78
294,58.8,-0.56,0.78
295,59.0,-0.48,0.78
296,59.2,-0.38,0.78
297,59.4,-0.28,0.76
298,59.6,-0.18,0.76
299,59.8,-0.08,0.74
300,60.0,0.02,0.72
301,60.2,0.10,0.70
302,60.4,0.20,0.68
303,60.6,0.30,0.64
304,60.8,0.38,0.60
305,61.0,0.48,0.58
306,61.2,0.56,0.54
307,61.4,0.64,0.50
308,61.6,0.72,0.46
309,61.8,0.80,0.40
310,62.0,0.88,0.36
311,62.2,0.96,0.32
312,62.4,1.02,0.26
313,62.6,1.10,0.22
314,62.8,1.16,0.18
315,63.0,1.22,0.12
316,63.2,1.26,0.08
317,63.4,1.32,0.02
318,63.6,1.36,-0.02
319,63.8,1.40,-0.08
320,64.0,1.44,-0.12
321,64.2,1.46,-0.16
322,64.4,1.50,-0.22
323,64.6,1.50,-0.26
324,64.8,1.52,-0.30
325,65.0,1.52,-0.34
326,65.2,1.52,-0.38
327,65.4,1.52,-0.42
328,65.6,1.52,-0.46
329,65.8,1.50,-0.50
330,66.0,1.46,-0.54
331,66.2,1.44,-0.56
332,66.4,1.40,-0.60
333,66.6,1.36,-0.62
334,66.8,1.30,-0.66
335,67.0,1.26,-0.68
336,67.2,1.20,-0.70
337,67.4,1.14,-0.72
338,67.6,1.06,-0.74
339,67.8,1.00,-0.76
340,68.0,0.92,-0.76
341,68.2,0.84,-0.78
342,68.4,0.74,-0.78
343,68.6,0.66,-0.78
344,68.8,0.56,-0.78
345,69.0,0.48,-0.78
346,69.2,0.38,-0.78
347,69.4,0.28,-0.78
348,69.6,0.18,-0.76
349,69.8,0.08,-0.74
350,70.0,-0.02,-0.72
351,70.2,-0.10,-0.70
352,70.4,-0.20,-0.68
353,70.6,-0.30,-0.64
354,70.8,-0.38,-0.62
355,71.0,-0.48,-0.58
356,71.2,-0.56,-0.54
357,71.4,-0.64,-0.50
358,71.6,-0.72,-0.46
359,71.8,-0.80,-0.42
360,72.0,-0.88,-0.36
361,72.2,-0.96,-0.32
362,72.4,-1.02,-0.28
363,72.6,-1.10,-0.22
364,72.8,-1.16,-0.18
365,73.0,-1.22,-0.12
366,73.2,-1.28,-0.08
367,73.4,-1.32,-0.04
368,73.6,-1.36,0.02
369,73.8,-1.40,0.06
370,74.0,-1.44,0.12
371,74.2,-1.48,0.16
372,74.4,-1.50,0.20
373,74.6,-1.52,0.24
374,74.8,-1.52,0.30
375,75.0,-1.54,0.34
376,75.2,-1.54,0.38
377,75.4,-1.52,0.42
378,75.6,-1.52,0.46
379,75.8,-1.50,0.48
380,76.0,-1.48,0.52
381,76.2,-1.44,0.56
382,76.4,-1.40,0.58
383,76.6,-1.36,0.62
384,76.8,-1.32,0.64
385,77.0,-1.26,0.66
386,77.2,-1.20,0.68
387,77.4,-1.14,0.72
388,77.6,-1.06,0.72
389,77.8,-1.00,0.74
390,78.0,-0.92,0.76
391,78.2,-0.84,0.76
392,78.4,-0.74,0.78
393,78.6,-0.66,0.78
394,78.8,-0.56,0.78
395,79.0,-0.48,0.78
396,79.2,-0.38,0.78
397,79.4,-0.28,0.76
398,79.6,-0.18,0.76
399,79.8,-0.08,0.74
400,80.0,0.00,0.72
401,80.2,0.10,0.70
402,80.4,0.20,0.68
403,80.6,0.30,0.64
404,80.8,0.38,0.60
405,81.0,0.48,0.58
406,81.2,0.56,0.54
407,81.4,0.64,0.50
408,81.6,0.72,0.46
409,81.8,0.80,0.40
410,82.0,0.88,0.36
411,82.2,0.96,0.32
412,82.4,1.02,0.26
413,82.6,1.10,0.22
414,82.8,1.16,0.18
415,83.0,1.22,0.12
416,83.2,1.26,0.08
417,83.4,1.32,0.02
418,83.6,1.36,-0.02
419,83.8,1.40,-0.08
420,84.0,1.44,-0.12
421,84.2,1.46,-0.16
422,84.4,1.50,-0.22
423,84.6,1.50,-0.26
424,84.8,1.52,-0.30
425,85.0,1.52,-0.34
426,85.2,1.52,-0.38
427,85.4,1.52,-0.42
428,85.6,1.52,-0.46
429,85.8,1.50,-0.50
430,86.0,1.46,-0.54
431,86.2,1.44,-0.56
432,86.4,1.40,-0.60
433,86.6,1.36,-0.62
434,86.8,1.30,-0.66
435,87.0,1.26,-0.68
436,87.2,1.20,-0.70
437,87.4,1.14,-0.72
438,87.6,1.06,-0.74
439,87.8,1.00,-0.76
440,88.0,0.92,-0.76
441,88.2,0.84,-0.78
442,88.4,0.74,-0.78
443,88.6,0.66,-0.78
444,88.8,0.56,-0.78
445,89.0,0.48,-0.78
446,89.2,0.38,-0.78
447,89.4,0.28,-0.78
448,89.6,0.18,-0.76
449,89.8,0.08,-0.74
450,90.0,-0.02,-0.72
451,90.2,-0.10,-0.70
452,90.4,-0.20,-0.68
453,90.6,-0.30,-0.64
454,90.8,-0.38,-0.62
455,91.0,-0.48,-0.58
456,91.2,-0.56,-0.54
457,91.4,-0.64,-0.50
458,91.6,-0.72,-0.46
459,91.8,-0.80,-0.42
460,92.0,-0.88,-0.36
461,92.2,-0.96,-0.32
462,92.4,-1.02,-0.28
463,92.6,-1.10,-0.22
464,92.8,-1.16,-0.18
465,93.0,-1.22,-0.12
466,93.2,-1.26,-0.08
467,93.4,-1.32,-0.04
468,93.6,-1.36,0.02
469,93.8,-1.40,0.06
470,94.0,-1.44,0.12
471,94.2,-1.48,0.16
472,94.4,-1.50,0.20
473,94.6,-1.52,0.24
474,94.8,-1.52,0.30
475,95.0,-1.54,0.34
476,95.2,-1.52,0.38
477,95.4,-1.52,0.42
478,95.6,-1.52,0.46
479,95.8,-1.50,0.48
480,96.0,-1.48,0.52
481,96.2,-1.44,0.56
482,96.4,-1.40,0.58
483,96.6,-1.36,0.62
484,96.8,-1.32,0.64
485,97.0,-1.26,0.66
486,97.2,-1.20,0.68
487,97.4,-1.14,0.72
488,97.6,-1.06,0.72
489,97.8,-1.00,0.74
490,98.0,-0.92,0.76
491,98.2,-0.84,0.76
492,98.4,-0.74,0.78
493,98.6,-0.66,0.78
494,98.8,-0.56,0.78
495,99.0,-0.48,0.78
496,99.2,-0.38,0.78
497,99.4,-0.28,0.76
498,99.6,-0.18,0.76
499,99.8,-0.08,0.74
500,100.0,0.02,0.72
