,time,[V],[V]
87,17.4,-1.66,0.26
88,17.6,-1.66,0.30
89,17.8,-1.64,0.36
90,18.0,-1.58,0.40
91,18.2,-1.50,0.44
92,18.4,-1.40,0.48
93,18.6,-1.28,0.52
94,18.8,-1.14,0.54
95,19.0,-0.98,0.54
96,19.2,-0.80,0.54
97,19.4,-0.60,0.54
98,19.6,-0.40,0.54
99,19.8,-0.20,0.52
100,20.0,0.02,0.48
101,20.2,0.22,0.44
102,20.4,0.42,0.40
103,20.6,0.62,0.34
104,20.8,0.80,0.28
105,21.0,0.96,0.22
106,21.2,1.12,0.14
107,21.4,1.26,0.08
108,21.6,1.38,0.00
109,21.8,1.50,-0.06
110,22.0,1.58,-0.14
111,22.2,1.62,-0.20
112,22.4,1.66,-0.26
113,22.6,1.66,-0.32
114,22.8,1.64,-0.36
115,23.0,1.58,-0.42
116,23.2,1.50,-0.46
117,23.4,1.40,-0.50
118,23.6,1.28,-0.52
119,23.8,1.14,-0.54
120,24.0,0.98,-0.56
121,24.2,0.80,-0.56
122,24.4,0.60,-0.56
123,24.6,0.40,-0.54
124,24.8,0.20,-0.52
125,25.0,-0.02,-0.48
126,25.2,-0.22,-0.44
127,25.4,-0.42,-0.40
128,25.6,-0.62,-0.34
129,25.8,-0.80,-0.28
130,26.0,-0.98,-0.22
131,26.2,-1.14,-0.16
132,26.4,-1.28,-0.08
133,26.6,-1.40,-0.02
134,26.8,-1.50,0.06
135,27.0,-1.58,0.12
136,27.2,-1.62,0.20
137,27.4,-1.66,0.26
138,27.6,-1.66,0.30
139,27.8,-1.64,0.36
140,28.0,-1.58,0.40
141,28.2,-1.50,0.44
142,28.4,-1.40,0.48
143,28.6,-1.28,0.52
144,28.8,-1.14,0.54
145,29.0,-0.98,0.54
146,29.2,-0.80,0.54
147,29.4,-0.60,0.54
148,29.6,-0.40,0.54
149,29.8,-0.20,0.52
150,30.0,0.02,0.48
151,30.2,0.22,0.44
152,30.4,0.42,0.40
153,30.6,0.62,0.34
154,30.8,0.80,0.28
155,31.0,0.96,0.22
156,31.2,1.12,0.14
157,31.4,1.28,0.08
158,31.6,1.38,0.00
159,31.8,1.50,-0.06
160,32.0,1.58,-0.14
161,32.2,1.62,-0.20
162,32.4,1.66,-0.26
163,32.6,1.66,-0.32
164,32.8,1.64,-0.36
165,33.0,1.58,-0.42
166,33.2,1.50,-0.46
167,33.4,1.40,-0.50
168,33.6,1.28,-0.52
169,33.8,1.14,-0.54
170,34.0,0.98,-0.56
171,34.2,0.80,-0.56
172,34.4,0.60,-0.56
173,34.6,0.40,-0.54
174,34.8,0.20,-0.52
175,35.0,-0.02,-0.48
176,35.2,-0.22,-0.44
177,35.4,-0.42,-0.40
178,35.6,-0.62,-0.34
179,35.8,-0.80,-0.28
180,36.0,-0.98,-0.22
181,36.2,-1.14,-0.16
182,36.4,-1.28,-0.08
183,36.6,-1.40,-0.02
184,36.8,-1.50,0.06
185,37.0,-1.58,0.12
186,37.2,-1.62,0.20
187,37.4,-1.66,0.26
188,37.6,-1.66,0.30
189,37.8,-1.64,0.36
190,38.0,-1.58,0.40
191,38.2,-1.50,0.44
192,38.4,-1.40,0.48
193,38.6,-1.28,0.52
194,38.8,-1.14,0.54
195,39.0,-0.98,0.54
196,39.2,-0.80,0.54
197,39.4,-0.60,0.54
198,39.6,-0.40,0.54
199,39.8,-0.20,0.52
200,40.0,0.02,0.48
201,40.2,0.22,0.44
202,40.4,0.42,0.40
203,40.6,0.62,0.34
204,40.8,0.80,0.28
205,41.0,0.98,0.22
206,41.2,1.12,0.14
207,41.4,1.26,0.08
208,41.6,1.40,0.00
209,41.8,1.50,-0.06
210,42.0,1.58,-0.14
211,42.2,1.62,-0.20
212,42.4,1.66,-0.26
213,42.6,1.66,-0.32
214,42.8,1.64,-0.38
215,43.0,1.58,-0.42
216,43.2,1.50,-0.46
217,43.4,1.40,-0.50
218,43.6,1.28,-0.52
219,43.8,1.14,-0.54
220,44.0,0.98,-0.56
221,44.2,0.80,-0.56
222,44.4,0.60,-0.56
223,44.6,0.40,-0.54
224,44.8,0.20,-0.52
225,45.0,-0.02,-0.48
226,45.2,-0.22,-0.44
227,45.4,-0.42,-0.40
228,45.6,-0.62,-0.34
229,45.8,-0.80,-0.28
230,46.0,-0.98,-0.22
231,46.2,-1.14,-0.16
232,46.4,-1.28,-0.08
233,46.6,-1.40,-0.02
234,46.8,-1.50,0.06
235,47.0,-1.58,0.12
236,47.2,-1.62,0.20
237,47.4,-1.66,0.26
238,47.6,-1.66,0.30
239,47.8,-1.64,0.36
240,48.0,-1.58,0.40
241,48.2,-1.50,0.44
242,48.4,-1.40,0.48
243,48.6,-1.28,0.52
244,48.8,-1.14,0.54
245,49.0,-0.98,0.54
246,49.2,-0.80,0.54
247,49.4,-0.60,0.54
248,49.6,-0.40,0.54
249,49.8,-0.20,0.50
250,50.0,0.02,0.48
251,50.2,0.22,0.44
252,50.4,0.42,0.40
253,50.6,0.62,0.34
254,50.8,0.80,0.28
255,51.0,0.98,0.22
256,51.2,1.12,0.14
257,51.4,1.26,0.08
258,51.6,1.40,0.00
259,51.8,1.50,-0.06
260,52.0,1.58,-0.14
261,52.2,1.62,-0.20
262,52.4,1.66,-0.26
263,52.6,1.66,-0.32
264,52.8,1.64,-0.36
265,53.0,1.58,-0.42
266,53.2,1.50,-0.46
267,53.4,1.40,-0.50
268,53.6,1.28,-0.52
269,53.8,1.14,-0.54
270,54.0,0.98,-0.56
271,54.2,0.80,-0.56
272,54.4,0.60,-0.56
273,54.6,0.40,-0.54
274,54.8,0.20,-0.52
275,55.0,-0.02,-0.48
276,55.2,-0.22,-0.44
277,55.4,-0.42,-0.40
278,55.6,-0.62,-0.34
279,55.8,-0.80,-0.28
280,56.0,-0.98,-0.22
281,56.2,-1.14,-0.14
282,56.4,-1.28,-0.08
283,56.6,-1.40,-0.02
284,56.8,-1.50,0.06
285,57.0,-1.58,0.12
286,57.2,-1.62,0.20
287,57.4,-1.66,0.26
288,57.6,-1.66,0.30
289,57.8,-1.64,0.36
290,58.0,-1.58,0.40
291,58.2,-1.50,0.44
292,58.4,-1.40,0.48
293,58.6,-1.28,0.52
294,58.8,-1.14,0.54
295,59.0,-0.98,0.54
296,59.2,-0.80,0.54
297,59.4,-0.60,0.54
298,59.6,-0.40,0.54
299,59.8,-0.20,0.50
300,60.0,0.02,0.48
301,60.2,0.22,0.44
302,60.4,0.42,0.40
303,60.6,0.62,0.34
304,60.8,0.80,0.28
305,61.0,0.96,0.22
306,61.2,1.14,0.14
307,61.4,1.26,0.08
308,61.6,1.40,0.00
309,61.8,1.50,-0.06
310,62.0,1.58,-0.14
311,62.2,1.62,-0.20
312,62.4,1.66,-0.26
313,62.6,1.66,-0.32
314,62.8,1.64,-0.38
315,63.0,1.58,-0.42
316,63.2,1.50,-0.46
317,63.4,1.40,-0.50
318,63.6,1.28,-0.52
319,63.8,1.14,-0.54
320,64.0,0.98,-0.56
321,64.2,0.80,-0.56
322,64.4,0.60,-0.56
323,64.6,0.40,-0.54
324,64.8,0.20,-0.52
325,65.0,-0.02,-0.48
326,65.2,-0.22,-0.44
327,65.4,-0.42,-0.40
328,65.6,-0.62,-0.34
329,65.8,-0.80,-0.28
330,66.0,-0.98,-0.22
331,66.2,-1.14,-0.14
332,66.4,-1.28,-0.08
333,66.6,-1.40,-0.02
334,66.8,-1.50,0.06
335,67.0,-1.58,0.12
336,67.2,-1.62,0.18
337,67.4,-1.66,0.26
338,67.6,-1.66,0.30
339,67.8,-1.64,0.36
340,68.0,-1.58,0.40
341,68.2,-1.50,0.44
342,68.4,-1.40,0.48
343,68.6,-1.28,0.52
344,68.8,-1.14,0.54
345,69.0,-0.98,0.54
346,69.2,-0.80,0.54
347,69.4,-0.60,0.54
348,69.6,-0.40,0.54
349,69.8,-0.20,0.52
350,70.0,0.02,0.48
351,70.2,0.22,0.44
352,70.4,0.42,0.40
353,70.6,0.62,0.34
354,70.8,0.80,0.28
355,71.0,0.98,0.22
356,71.2,1.12,0.14
357,71.4,1.26,0.08
358,71.6,1.40,0.00
359,71.8,1.50,-0.06
360,72.0,1.58,-0.14
361,72.2,1.62,-0.20
362,72.4,1.66,-0.26
363,72.6,1.66,-0.32
364,72.8,1.64,-0.36
365,73.0,1.58,-0.42
366,73.2,1.50,-0.46
367,73.4,1.40,-0.50
368,73.6,1.28,-0.52
369,73.8,1.14,-0.54
370,74.0,0.98,-0.56
371,74.2,0.80,-0.56
372,74.4,0.60,-0.56
373,74.6,0.40,-0.54
374,74.8,0.20,-0.52
375,75.0,-0.02,-0.48
376,75.2,-0.22,-0.44
377,75.4,-0.42,-0.40
378,75.6,-0.62,-0.34
379,75.8,-0.80,-0.28
380,76.0,-0.98,-0.22
381,76.2,-1.14,-0.14
382,76.4,-1.28,-0.08
383,76.6,-1.40,-0.02
384,76.8,-1.50,0.06
385,77.0,-1.58,0.12
386,77.2,-1.62,0.20
387,77.4,-1.66,0.26
388,77.6,-1.66,0.30
389,77.8,-1.64,0.36
390,78.0,-1.58,0.40
391,78.2,-1.50,0.44
392,78.4,-1.40,0.48
393,78.6,-1.28,0.52
394,78.8,-1.14,0.54
395,79.0,-0.98,0.54
396,79.2,-0.80,0.54
397,79.4,-0.60,0.54
398,79.6,-0.40,0.54
399,79.8,-0.20,0.52
400,80.0,0.02,0.48
401,80.2,0.22,0.44
402,80.4,0.42,0.40
403,80.6,0.62,0.34
404,80.8,0.80,0.28
405,81.0,0.96,0.22
406,81.2,1.12,0.14
407,81.4,1.26,0.08
408,81.6,1.40,0.00
409,81.8,1.50,-0.06
410,82.0,1.58,-0.14
411,82.2,1.62,-0.20
412,82.4,1.66,-0.26
413,82.6,1.66,-0.32
414,82.8,1.64,-0.36
415,83.0,1.58,-0.42
416,83.2,1.50,-0.46
417,83.4,1.40,-0.50
418,83.6,1.28,-0.52
419,83.8,1.14,-0.54
420,84.0,0.98,-0.56
421,84.2,0.80,-0.56
422,84.4,0.60,-0.56
423,84.6,0.40,-0.54
424,84.8,0.20,-0.52
425,85.0,-0.02,-0.48
426,85.2,-0.22,-0.44
427,85.4,-0.42,-0.40
428,85.6,-0.62,-0.34
429,85.8,-0.80,-0.28
430,86.0,-0.98,-0.22
431,86.2,-1.14,-0.16
432,86.4,-1.28,-0.08
433,86.6,-1.40,-0.02
434,86.8,-1.50,0.06
435,87.0,-1.58,0.12
436,87.2,-1.62,0.18
437,87.4,-1.66,0.26
438,87.6,-1.66,0.30
439,87.8,-1.64,0.36
440,88.0,-1.58,0.40
441,88.2,-1.50,0.44
442,88.4,-1.40,0.48
443,88.6,-1.28,0.52
444,88.8,-1.14,0.54
445,89.0,-0.98,0.54
446,89.2,-0.80,0.54
447,89.4,-0.60,0.54
448,89.6,-0.40,0.54
449,89.8,-0.20,0.52
450,90.0,0.02,0.48
451,90.2,0.22,0.44
452,90.4,0.42,0.40
453,90.6,0.62,0.34
454,90.8,0.80,0.28
455,91.0,0.98,0.22
456,91.2,1.12,0.14
457,91.4,1.26,0.08
458,91.6,1.40,0.00
459,91.8,1.50,-0.06
460,92.0,1.58,-0.14
461,92.2,1.62,-0.20
462,92.4,1.66,-0.26
463,92.6,1.66,-0.32
464,92.8,1.64,-0.36
465,93.0,1.58,-0.42
466,93.2,1.50,-0.46
467,93.4,1.40,-0.50
468,93.6,1.28,-0.52
469,93.8,1.14,-0.54
470,94.0,0.98,-0.56
471,94.2,0.80,-0.56
472,94.4,0.60,-0.56
473,94.6,0.40,-0.54
474,94.8,0.20,-0.52
475,95.0,-0.02,-0.48
476,95.2,-0.22,-0.44
477,95.4,-0.42,-0.40
478,95.6,-0.62,-0.34
479,95.8,-0.80,-0.28
480,96.0,-0.98,-0.22
481,96.2,-1.14,-0.14
482,96.4,-1.28,-0.08
483,96.6,-1.40,-0.02
484,96.8,-1.50,0.06
485,97.0,-1.58,0.12
486,97.2,-1.62,0.18
487,97.4,-1.66,0.26
488,97.6,-1.66,0.30
489,97.8,-1.64,0.36
490,98.0,-1.58,0.40
491,98.2,-1.50,0.44
492,98.4,-1.40,0.48
493,98.6,-1.28,0.52
494,98.8,-1.14,0.54
495,99.0,-0.98,0.54
496,99.2,-0.80,0.54
497,99.4,-0.60,0.54
498,99.6,-0.40,0.54
499,99.8,-0.20,0.52
500,100.0,0.02,0.48
