,time,[V],[V]
109,21.8,0.14,-1.72
110,22.0,0.14,-1.80
111,22.2,0.16,-1.84
112,22.4,0.16,-1.84
113,22.6,0.16,-1.84
114,22.8,0.14,-1.78
115,23.0,0.14,-1.72
116,23.2,0.14,-1.62
117,23.4,0.12,-1.50
118,23.6,0.12,-1.34
119,23.8,0.10,-1.18
120,24.0,0.08,-0.98
121,24.2,0.06,-0.78
122,24.4,0.04,-0.56
123,24.6,0.02,-0.34
124,24.8,0.00,-0.10
125,25.0,-0.02,0.12
126,25.2,-0.04,0.34
127,25.4,-0.06,0.58
128,25.6,-0.06,0.78
129,25.8,-0.08,0.98
130,26.0,-0.10,1.18
131,26.2,-0.12,1.34
132,26.4,-0.12,1.50
133,26.6,-0.14,1.62
134,26.8,-0.14,1.72
135,27.0,-0.16,1.78
136,27.2,-0.16,1.82
137,27.4,-0.16,1.84
138,27.6,-0.16,1.82
139,27.8,-0.14,1.78
140,28.0,-0.14,1.70
141,28.2,-0.14,1.60
142,28.4,-0.12,1.48
143,28.6,-0.12,1.34
144,28.8,-0.10,1.16
145,29.0,-0.08,0.98
146,29.2,-0.06,0.78
147,29.4,-0.04,0.56
148,29.6,-0.02,0.34
149,29.8,0.00,0.10
150,30.0,0.02,-0.12
151,30.2,0.04,-0.36
152,30.4,0.04,-0.58
153,30.6,0.06,-0.80
154,30.8,0.08,-1.00
155,31.0,0.10,-1.18
156,31.2,0.12,-1.36
157,31.4,0.12,-1.50
158,31.6,0.14,-1.62
159,31.8,0.14,-1.72
160,32.0,0.16,-1.80
161,32.2,0.16,-1.84
162,32.4,0.16,-1.84
163,32.6,0.16,-1.84
164,32.8,0.14,-1.78
165,33.0,0.14,-1.72
166,33.2,0.14,-1.62
167,33.4,0.12,-1.50
168,33.6,0.12,-1.34
169,33.8,0.10,-1.16
170,34.0,0.08,-0.98
171,34.2,0.06,-0.78
172,34.4,0.04,-0.56
173,34.6,0.02,-0.34
174,34.8,0.00,-0.10
175,35.0,-0.02,0.12
176,35.2,-0.04,0.34
177,35.4,-0.06,0.58
178,35.6,-0.06,0.78
179,35.8,-0.08,0.98
180,36.0,-0.10,1.18
181,36.2,-0.12,1.34
182,36.4,-0.12,1.50
183,36.6,-0.14,1.62
184,36.8,-0.14,1.72
185,37.0,-0.16,1.78
186,37.2,-0.16,1.82
187,37.4,-0.16,1.84
188,37.6,-0.16,1.82
189,37.8,-0.16,1.78
190,38.0,-0.14,1.70
191,38.2,-0.14,1.60
192,38.4,-0.12,1.48
193,38.6,-0.12,1.34
194,38.8,-0.10,1.16
195,39.0,-0.08,0.98
196,39.2,-0.06,0.78
197,39.4,-0.04,0.56
198,39.6,-0.02,0.34
199,39.8,0.00,0.10
200,40.0,0.02,-0.12
201,40.2,0.04,-0.36
202,40.4,0.04,-0.58
203,40.6,0.06,-0.80
204,40.8,0.08,-1.00
205,41.0,0.10,-1.18
206,41.2,0.12,-1.36
207,41.4,0.12,-1.50
208,41.6,0.14,-1.62
209,41.8,0.14,-1.72
210,42.0,0.14,-1.80
211,42.2,0.16,-1.84
212,42.4,0.16,-1.84
213,42.6,0.16,-1.84
214,42.8,0.14,-1.78
215,43.0,0.14,-1.72
216,43.2,0.14,-1.62
217,43.4,0.12,-1.50
218,43.6,0.12,-1.34
219,43.8,0.10,-1.16
220,44.0,0.08,-0.98
221,44.2,0.06,-0.78
222,44.4,0.04,-0.56
223,44.6,0.02,-0.34
224,44.8,0.00,-0.10
225,45.0,-0.02,0.12
226,45.2,-0.04,0.34
227,45.4,-0.06,0.58
228,45.6,-0.06,0.78
229,45.8,-0.08,0.98
230,46.0,-0.10,1.18
231,46.2,-0.12,1.34
232,46.4,-0.12,1.50
233,46.6,-0.14,1.62
234,46.8,-0.14,1.72
235,47.0,-0.16,1.78
236,47.2,-0.16,1.82
237,47.4,-0.16,1.84
238,47.6,-0.16,1.82
239,47.8,-0.16,1.78
240,48.0,-0.14,1.70
241,48.2,-0.14,1.60
242,48.4,-0.12,1.48
243,48.6,-0.12,1.34
244,48.8,-0.10,1.16
245,49.0,-0.08,0.98
246,49.2,-0.06,0.78
247,49.4,-0.04,0.56
248,49.6,-0.02,0.32
249,49.8,0.00,0.10
250,50.0,0.02,-0.12
251,50.2,0.04,-0.36
252,50.4,0.04,-0.58
253,50.6,0.06,-0.80
254,50.8,0.08,-1.00
255,51.0,0.10,-1.18
256,51.2,0.12,-1.36
257,51.4,0.12,-1.50
258,51.6,0.14,-1.62
259,51.8,0.14,-1.72
260,52.0,0.16,-1.80
261,52.2,0.16,-1.84
262,52.4,0.16,-1.84
263,52.6,0.16,-1.84
264,52.8,0.14,-1.80
265,53.0,0.14,-1.72
266,53.2,0.14,-1.62
267,53.4,0.12,-1.48
268,53.6,0.12,-1.34
269,53.8,0.10,-1.16
270,54.0,0.08,-0.98
271,54.2,0.06,-0.78
272,54.4,0.04,-0.56
273,54.6,0.02,-0.34
274,54.8,0.00,-0.10
275,55.0,-0.02,0.12
276,55.2,-0.04,0.34
277,55.4,-0.06,0.58
278,55.6,-0.06,0.78
279,55.8,-0.08,0.98
280,56.0,-0.10,1.18
281,56.2,-0.12,1.34
282,56.4,-0.12,1.50
283,56.6,-0.14,1.62
284,56.8,-0.14,1.72
285,57.0,-0.16,1.78
286,57.2,-0.16,1.82
287,57.4,-0.16,1.84
288,57.6,-0.16,1.82
289,57.8,-0.16,1.78
290,58.0,-0.14,1.70
291,58.2,-0.14,1.60
292,58.4,-0.12,1.48
293,58.6,-0.12,1.34
294,58.8,-0.10,1.16
295,59.0,-0.08,0.98
296,59.2,-0.06,0.78
297,59.4,-0.04,0.56
298,59.6,-0.02,0.32
299,59.8,0.00,0.10
300,60.0,0.02,-0.12
301,60.2,0.04,-0.36
302,60.4,0.04,-0.58
303,60.6,0.06,-0.80
304,60.8,0.08,-1.00
305,61.0,0.10,-1.18
306,61.2,0.12,-1.36
307,61.4,0.12,-1.50
308,61.6,0.14,-1.62
309,61.8,0.14,-1.72
310,62.0,0.16,-1.80
311,62.2,0.16,-1.84
312,62.4,0.16,-1.84
313,62.6,0.16,-1.84
314,62.8,0.14,-1.78
315,63.0,0.14,-1.72
316,63.2,0.14,-1.62
317,63.4,0.12,-1.50
318,63.6,0.12,-1.34
319,63.8,0.10,-1.18
320,64.0,0.08,-0.98
321,64.2,0.06,-0.78
322,64.4,0.04,-0.56
323,64.6,0.02,-0.34
324,64.8,0.00,-0.10
325,65.0,-0.02,0.12
326,65.2,-0.04,0.34
327,65.4,-0.04,0.58
328,65.6,-0.06,0.78
329,65.8,-0.08,0.98
330,66.0,-0.10,1.18
331,66.2,-0.12,1.34
332,66.4,-0.12,1.50
333,66.6,-0.14,1.62
334,66.8,-0.14,1.72
335,67.0,-0.16,1.78
336,67.2,-0.16,1.82
337,67.4,-0.16,1.84
338,67.6,-0.16,1.82
339,67.8,-0.14,1.78
340,68.0,-0.14,1.70
341,68.2,-0.14,1.60
342,68.4,-0.12,1.48
343,68.6,-0.12,1.34
344,68.8,-0.10,1.16
345,69.0,-0.08,0.98
346,69.2,-0.06,0.78
347,69.4,-0.04,0.56
348,69.6,-0.02,0.34
349,69.8,0.00,0.10
350,70.0,0.00,-0.12
351,70.2,0.04,-0.36
352,70.4,0.04,-0.58
353,70.6,0.06,-0.80
354,70.8,0.08,-1.00
355,71.0,0.10,-1.18
356,71.2,0.12,-1.36
357,71.4,0.12,-1.50
358,71.6,0.14,-1.62
359,71.8,0.14,-1.72
360,72.0,0.16,-1.80
361,72.2,0.16,-1.84
362,72.4,0.16,-1.84
363,72.6,0.16,-1.84
364,72.8,0.14,-1.78
365,73.0,0.14,-1.72
366,73.2,0.14,-1.62
367,73.4,0.12,-1.50
368,73.6,0.12,-1.34
369,73.8,0.10,-1.16
370,74.0,0.08,-0.98
371,74.2,0.06,-0.78
372,74.4,0.04,-0.56
373,74.6,0.02,-0.34
374,74.8,0.00,-0.10
375,75.0,-0.02,0.12
376,75.2,-0.04,0.34
377,75.4,-0.06,0.58
378,75.6,-0.06,0.78
379,75.8,-0.08,0.98
380,76.0,-0.10,1.18
381,76.2,-0.12,1.34
382,76.4,-0.12,1.50
383,76.6,-0.14,1.62
384,76.8,-0.14,1.72
385,77.0,-0.16,1.78
386,77.2,-0.16,1.82
387,77.4,-0.16,1.84
388,77.6,-0.16,1.82
389,77.8,-0.16,1.78
390,78.0,-0.14,1.70
391,78.2,-0.14,1.60
392,78.4,-0.12,1.48
393,78.6,-0.12,1.34
394,78.8,-0.10,1.16
395,79.0,-0.08,0.98
396,79.2,-0.06,0.78
397,79.4,-0.04,0.56
398,79.6,-0.02,0.34
399,79.8,0.00,0.10
400,80.0,0.02,-0.12
401,80.2,0.02,-0.36
402,80.4,0.04,-0.58
403,80.6,0.06,-0.80
404,80.8,0.08,-1.00
405,81.0,0.10,-1.18
406,81.2,0.12,-1.36
407,81.4,0.12,-1.50
408,81.6,0.14,-1.62
409,81.8,0.14,-1.72
410,82.0,0.14,-1.80
411,82.2,0.16,-1.84
412,82.4,0.16,-1.84
413,82.6,0.16,-1.84
414,82.8,0.14,-1.78
415,83.0,0.14,-1.72
416,83.2,0.14,-1.62
417,83.4,0.12,-1.50
418,83.6,0.12,-1.34
419,83.8,0.10,-1.16
420,84.0,0.08,-0.98
421,84.2,0.06,-0.78
422,84.4,0.04,-0.56
423,84.6,0.02,-0.34
424,84.8,0.00,-0.10
425,85.0,-0.02,0.12
426,85.2,-0.04,0.34
427,85.4,-0.06,0.58
428,85.6,-0.06,0.78
429,85.8,-0.08,0.98
430,86.0,-0.10,1.18
431,86.2,-0.12,1.34
432,86.4,-0.12,1.50
433,86.6,-0.14,1.62
434,86.8,-0.14,1.72
435,87.0,-0.16,1.78
436,87.2,-0.16,1.82
437,87.4,-0.16,1.84
438,87.6,-0.16,1.82
439,87.8,-0.16,1.78
440,88.0,-0.14,1.70
441,88.2,-0.14,1.60
442,88.4,-0.12,1.48
443,88.6,-0.12,1.34
444,88.8,-0.10,1.16
445,89.0,-0.08,0.98
446,89.2,-0.06,0.78
447,89.4,-0.04,0.56
448,89.6,-0.02,0.32
449,89.8,0.00,0.10
450,90.0,0.02,-0.12
451,90.2,0.04,-0.36
452,90.4,0.04,-0.58
453,90.6,0.06,-0.80
454,90.8,0.08,-1.00
455,91.0,0.10,-1.18
456,91.2,0.12,-1.36
457,91.4,0.12,-1.50
458,91.6,0.14,-1.62
459,91.8,0.14,-1.72
460,92.0,0.14,-1.80
461,92.2,0.16,-1.84
462,92.4,0.16,-1.84
463,92.6,0.16,-1.84
464,92.8,0.14,-1.78
465,93.0,0.14,-1.72
466,93.2,0.14,-1.62
467,93.4,0.12,-1.50
468,93.6,0.12,-1.34
469,93.8,0.10,-1.18
470,94.0,0.08,-0.98
471,94.2,0.06,-0.78
472,94.4,0.04,-0.56
473,94.6,0.02,-0.34
474,94.8,0.00,-0.12
475,95.0,-0.02,0.12
476,95.2,-0.04,0.34
477,95.4,-0.06,0.58
478,95.6,-0.06,0.78
479,95.8,-0.08,0.98
480,96.0,-0.10,1.18
481,96.2,-0.12,1.34
482,96.4,-0.12,1.50
483,96.6,-0.14,1.62
484,96.8,-0.14,1.72
485,97.0,-0.16,1.78
486,97.2,-0.16,1.82
487,97.4,-0.16,1.84
488,97.6,-0.16,1.82
489,97.8,-0.16,1.78
490,98.0,-0.14,1.70
491,98.2,-0.14,1.60
492,98.4,-0.12,1.48
493,98.6,-0.12,1.34
494,98.8,-0.10,1.16
495,99.0,-0.08,0.98
496,99.2,-0.06,0.78
497,99.4,-0.04,0.56
498,99.6,-0.02,0.32
499,99.8,0.00,0.10
500,100.0,0.02,-0.12
