,time,[V],[V]
298,59.6,-0.14,0.64
299,59.8,-0.06,0.58
300,60.0,0.02,0.54
301,60.2,0.08,0.48
302,60.4,0.16,0.44
303,60.6,0.22,0.38
304,60.8,0.28,0.32
305,61.0,0.36,0.26
306,61.2,0.42,0.20
307,61.4,0.48,0.14
308,61.6,0.54,0.08
309,61.8,0.60,0.02
310,62.0,0.66,-0.04
311,62.2,0.72,-0.10
312,62.4,0.76,-0.16
313,62.6,0.82,-0.22
314,62.8,0.86,-0.28
315,63.0,0.90,-0.34
316,63.2,0.94,-0.40
317,63.4,0.98,-0.44
318,63.6,1.02,-0.50
319,63.8,1.04,-0.56
320,64.0,1.08,-0.60
321,64.2,1.10,-0.64
322,64.4,1.10,-0.68
323,64.6,1.12,-0.72
324,64.8,1.12,-0.76
325,65.0,1.14,-0.80
326,65.2,1.14,-0.84
327,65.4,1.12,-0.86
328,65.6,1.12,-0.88
329,65.8,1.10,-0.90
330,66.0,1.08,-0.92
331,66.2,1.06,-0.94
332,66.4,1.02,-0.94
333,66.6,1.00,-0.96
334,66.8,0.96,-0.96
335,67.0,0.92,-0.96
336,67.2,0.88,-0.96
337,67.4,0.84,-0.94
338,67.6,0.78,-0.94
339,67.8,0.72,-0.92
340,68.0,0.66,-0.90
341,68.2,0.60,-0.88
342,68.4,0.54,-0.86
343,68.6,0.48,-0.82
344,68.8,0.42,-0.80
345,69.0,0.34,-0.76
346,69.2,0.28,-0.72
347,69.4,0.20,-0.68
348,69.6,0.12,-0.64
349,69.8,0.06,-0.60
350,70.0,-0.02,-0.54
351,70.2,-0.08,-0.50
352,70.4,-0.16,-0.44
353,70.6,-0.22,-0.38
354,70.8,-0.30,-0.32
355,71.0,-0.36,-0.28
356,71.2,-0.42,-0.22
357,71.4,-0.48,-0.16
358,71.6,-0.54,-0.10
359,71.8,-0.60,-0.02
360,72.0,-0.66,0.04
361,72.2,-0.72,0.10
362,72.4,-0.76,0.16
363,72.6,-0.82,0.22
364,72.8,-0.86,0.28
365,73.0,-0.90,0.34
366,73.2,-0.94,0.38
367,73.4,-0.98,0.44
368,73.6,-1.02,0.50
369,73.8,-1.04,0.54
370,74.0,-1.08,0.60
371,74.2,-1.10,0.64
372,74.4,-1.10,0.68
373,74.6,-1.12,0.72
374,74.8,-1.12,0.76
375,75.0,-1.14,0.80
376,75.2,-1.14,0.82
377,75.4,-1.12,0.84
378,75.6,-1.12,0.88
379,75.8,-1.10,0.90
380,76.0,-1.08,0.92
381,76.2,-1.06,0.92
382,76.4,-1.04,0.94
383,76.6,-1.00,0.94
384,76.8,-0.96,0.94
385,77.0,-0.92,0.94
386,77.2,-0.88,0.94
387,77.4,-0.84,0.94
388,77.6,-0.78,0.92
389,77.8,-0.72,0.90
390,78.0,-0.66,0.90
391,78.2,-0.60,0.86
392,78.4,-0.54,0.84
393,78.6,-0.48,0.82
394,78.8,-0.42,0.78
395,79.0,-0.34,0.76
396,79.2,-0.28,0.72
397,79.4,-0.20,0.68
398,79.6,-0.14,0.64
399,79.8,-0.06,0.58
400,80.0,0.02,0.54
401,80.2,0.08,0.48
402,80.4,0.16,0.44
403,80.6,0.22,0.38
404,80.8,0.28,0.32
405,81.0,0.36,0.26
406,81.2,0.42,0.20
407,81.4,0.48,0.14
408,81.6,0.54,0.08
409,81.8,0.60,0.02
410,82.0,0.66,-0.04
411,82.2,0.72,-0.10
412,82.4,0.76,-0.16
413,82.6,0.82,-0.22
414,82.8,0.86,-0.28
415,83.0,0.90,-0.34
416,83.2,0.94,-0.40
417,83.4,0.98,-0.44
418,83.6,1.02,-0.50
419,83.8,1.04,-0.56
420,84.0,1.08,-0.60
421,84.2,1.10,-0.64
422,84.4,1.10,-0.68
423,84.6,1.12,-0.72
424,84.8,1.12,-0.76
425,85.0,1.14,-0.80
426,85.2,1.12,-0.84
427,85.4,1.12,-0.86
428,85.6,1.12,-0.88
429,85.8,1.10,-0.90
430,86.0,1.08,-0.92
431,86.2,1.06,-0.94
432,86.4,1.02,-0.94
433,86.6,1.00,-0.96
434,86.8,0.96,-0.96
435,87.0,0.92,-0.96
436,87.2,0.88,-0.94
437,87.4,0.84,-0.94
438,87.6,0.78,-0.94
439,87.8,0.72,-0.92
440,88.0,0.66,-0.90
441,88.2,0.60,-0.88
442,88.4,0.54,-0.86
443,88.6,0.48,-0.82
444,88.8,0.42,-0.80
445,89.0,0.34,-0.76
446,89.2,0.28,-0.72
447,89.4,0.20,-0.68
448,89.6,0.14,-0.64
449,89.8,0.06,-0.60
450,90.0,-0.02,-0.54
451,90.2,-0.08,-0.50
452,90.4,-0.16,-0.44
453,90.6,-0.22,-0.38
454,90.8,-0.30,-0.32
455,91.0,-0.36,-0.28
456,91.2,-0.42,-0.22
457,91.4,-0.48,-0.16
458,91.6,-0.54,-0.10
459,91.8,-0.60,-0.02
460,92.0,-0.66,0.04
461,92.2,-0.72,0.10
462,92.4,-0.76,0.16
463,92.6,-0.82,0.22
464,92.8,-0.86,0.28
465,93.0,-0.92,0.34
466,93.2,-0.94,0.38
467,93.4,-0.98,0.44
468,93.6,-1.02,0.50
469,93.8,-1.04,0.54
470,94.0,-1.08,0.60
471,94.2,-1.10,0.64
472,94.4,-1.10,0.68
473,94.6,-1.12,0.72
474,94.8,-1.12,0.76
475,95.0,-1.14,0.80
476,95.2,-1.14,0.82
477,95.4,-1.12,0.84
478,95.6,-1.12,0.88
479,95.8,-1.10,0.90
480,96.0,-1.08,0.92
481,96.2,-1.06,0.92
482,96.4,-1.04,0.94
483,96.6,-1.00,0.94
484,96.8,-0.96,0.94
485,97.0,-0.92,0.94
486,97.2,-0.88,0.94
487,97.4,-0.84,0.94
488,97.6,-0.78,0.92
489,97.8,-0.72,0.90
490,98.0,-0.66,0.88
491,98.2,-0.60,0.88
492,98.4,-0.54,0.84
493,98.6,-0.48,0.82
494,98.8,-0.42,0.78
495,99.0,-0.34,0.76
496,99.2,-0.28,0.72
497,99.4,-0.20,0.68
498,99.6,-0.14,0.64
499,99.8,-0.06,0.58
500,100.0,0.02,0.54
