,time,[V],[V]
0,0.0,0.02,0.18
1,0.2,0.08,0.14
2,0.4,0.16,0.08
3,0.6,0.22,0.02
4,0.8,0.30,-0.02
5,1.0,0.36,-0.08
6,1.2,0.40,-0.14
7,1.4,0.46,-0.18
8,1.6,0.50,-0.24
9,1.8,0.54,-0.28
10,2.0,0.56,-0.32
11,2.2,0.58,-0.36
12,2.4,0.60,-0.38
13,2.6,0.60,-0.40
14,2.8,0.58,-0.42
15,3.0,0.56,-0.44
16,3.2,0.54,-0.44
17,3.4,0.50,-0.44
18,3.6,0.46,-0.42
19,3.8,0.40,-0.40
20,4.0,0.34,-0.38
21,4.2,0.28,-0.36
22,4.4,0.20,-0.32
23,4.6,0.14,-0.28
24,4.8,0.06,-0.24
25,5.0,-0.02,-0.20
26,5.2,-0.08,-0.14
27,5.4,-0.16,-0.10
28,5.6,-0.22,-0.04
29,5.8,-0.30,0.02
30,6.0,-0.36,0.08
31,6.2,-0.42,0.12
32,6.4,-0.46,0.18
33,6.6,-0.50,0.22
34,6.8,-0.54,0.28
35,7.0,-0.56,0.30
36,7.2,-0.58,0.34
37,7.4,-0.60,0.38
38,7.6,-0.60,0.40
39,7.8,-0.58,0.42
40,8.0,-0.56,0.42
41,8.2,-0.54,0.42
42,8.4,-0.50,0.42
43,8.6,-0.46,0.42
44,8.8,-0.40,0.40
45,9.0,-0.34,0.38
46,9.2,-0.28,0.34
47,9.4,-0.20,0.32
48,9.6,-0.14,0.28
49,9.8,-0.06,0.24
50,10.0,0.02,0.18
51,10.2,0.08,0.14
52,10.4,0.16,0.08
53,10.6,0.22,0.02
54,10.8,0.30,-0.02
55,11.0,0.36,-0.08
56,11.2,0.42,-0.14
57,11.4,0.46,-0.18
58,11.6,0.50,-0.24
59,11.8,0.54,-0.28
60,12.0,0.56,-0.32
61,12.2,0.58,-0.36
62,12.4,0.60,-0.38
63,12.6,0.60,-0.40
64,12.8,0.58,-0.42
65,13.0,0.56,-0.44
66,13.2,0.54,-0.44
67,13.4,0.50,-0.44
68,13.6,0.46,-0.42
69,13.8,0.40,-0.40
70,14.0,0.34,-0.38
71,14.2,0.28,-0.36
72,14.4,0.20,-0.32
73,14.6,0.14,-0.28
74,14.8,0.06,-0.24
75,15.0,-0.02,-0.20
76,15.2,-0.08,-0.14
77,15.4,-0.16,-0.10
78,15.6,-0.22,-0.04
79,15.8,-0.30,0.02
80,16.0,-0.36,0.08
81,16.2,-0.42,0.12
82,16.4,-0.46,0.18
83,16.6,-0.50,0.22
84,16.8,-0.54,0.28
85,17.0,-0.56,0.32
86,17.2,-0.58,0.34
87,17.4,-0.60,0.38
88,17.6,-0.60,0.40
89,17.8,-0.58,0.42
90,18.0,-0.56,0.42
91,18.2,-0.54,0.42
92,18.4,-0.50,0.42
93,18.6,-0.46,0.42
94,18.8,-0.40,0.40
95,19.0,-0.34,0.38
96,19.2,-0.28,0.36
97,19.4,-0.20,0.32
98,19.6,-0.14,0.28
99,19.8,-0.06,0.24
100,20.0,0.02,0.18
101,20.2,0.08,0.14
102,20.4,0.16,0.08
103,20.6,0.22,0.02
104,20.8,0.30,-0.02
105,21.0,0.36,-0.08
106,21.2,0.42,-0.14
107,21.4,0.46,-0.18
108,21.6,0.50,-0.24
109,21.8,0.54,-0.28
110,22.0,0.56,-0.32
111,22.2,0.58,-0.36
112,22.4,0.60,-0.38
113,22.6,0.58,-0.40
114,22.8,0.58,-0.42
115,23.0,0.56,-0.44
116,23.2,0.54,-0.44
117,23.4,0.50,-0.44
118,23.6,0.46,-0.42
119,23.8,0.40,-0.40
120,24.0,0.34,-0.38
121,24.2,0.28,-0.36
122,24.4,0.20,-0.32
123,24.6,0.14,-0.28
124,24.8,0.06,-0.24
125,25.0,-0.02,-0.20
126,25.2,-0.08,-0.14
127,25.4,-0.16,-0.10
128,25.6,-0.22,-0.04
129,25.8,-0.30,0.02
130,26.0,-0.36,0.08
131,26.2,-0.42,0.12
132,26.4,-0.46,0.18
133,26.6,-0.50,0.22
134,26.8,-0.54,0.28
135,27.0,-0.56,0.30
136,27.2,-0.58,0.34
137,27.4,-0.60,0.38
138,27.6,-0.60,0.40
139,27.8,-0.58,0.42
140,28.0,-0.56,0.42
141,28.2,-0.54,0.42
142,28.4,-0.50,0.42
143,28.6,-0.46,0.42
144,28.8,-0.40,0.40
145,29.0,-0.34,0.38
146,29.2,-0.28,0.36
147,29.4,-0.20,0.32
148,29.6,-0.14,0.28
149,29.8,-0.06,0.24
150,30.0,0.02,0.18
151,30.2,0.08,0.14
152,30.4,0.16,0.08
153,30.6,0.22,0.02
154,30.8,0.30,-0.02
155,31.0,0.36,-0.08
156,31.2,0.40,-0.14
157,31.4,0.46,-0.18
158,31.6,0.50,-0.24
159,31.8,0.54,-0.28
160,32.0,0.56,-0.32
161,32.2,0.58,-0.36
162,32.4,0.60,-0.38
163,32.6,0.60,-0.40
164,32.8,0.58,-0.42
165,33.0,0.56,-0.44
166,33.2,0.54,-0.44
167,33.4,0.50,-0.44
168,33.6,0.46,-0.42
169,33.8,0.40,-0.40
170,34.0,0.34,-0.38
171,34.2,0.28,-0.36
172,34.4,0.20,-0.32
173,34.6,0.14,-0.28
174,34.8,0.06,-0.24
175,35.0,-0.02,-0.20
176,35.2,-0.08,-0.14
177,35.4,-0.16,-0.10
178,35.6,-0.22,-0.04
179,35.8,-0.30,0.02
180,36.0,-0.36,0.08
181,36.2,-0.42,0.12
182,36.4,-0.46,0.18
183,36.6,-0.50,0.22
184,36.8,-0.54,0.28
185,37.0,-0.56,0.30
186,37.2,-0.58,0.34
187,37.4,-0.60,0.38
188,37.6,-0.60,0.40
189,37.8,-0.58,0.42
190,38.0,-0.56,0.42
191,38.2,-0.54,0.42
192,38.4,-0.50,0.42
193,38.6,-0.46,0.42
194,38.8,-0.40,0.40
195,39.0,-0.34,0.38
196,39.2,-0.28,0.34
197,39.4,-0.22,0.32
198,39.6,-0.14,0.28
199,39.8,-0.06,0.24
200,40.0,0.02,0.18
201,40.2,0.08,0.14
202,40.4,0.16,0.08
203,40.6,0.22,0.02
204,40.8,0.30,-0.02
205,41.0,0.36,-0.08
206,41.2,0.42,-0.14
207,41.4,0.46,-0.18
208,41.6,0.50,-0.24
209,41.8,0.54,-0.28
210,42.0,0.56,-0.32
211,42.2,0.58,-0.36
212,42.4,0.60,-0.38
213,42.6,0.60,-0.40
214,42.8,0.58,-0.42
215,43.0,0.56,-0.44
216,43.2,0.54,-0.44
217,43.4,0.50,-0.44
218,43.6,0.46,-0.42
219,43.8,0.40,-0.40
220,44.0,0.34,-0.38
221,44.2,0.28,-0.36
222,44.4,0.20,-0.32
223,44.6,0.14,-0.28
224,44.8,0.06,-0.24
225,45.0,-0.02,-0.20
226,45.2,-0.08,-0.14
227,45.4,-0.16,-0.10
228,45.6,-0.22,-0.04
229,45.8,-0.30,0.02
230,46.0,-0.36,0.08
231,46.2,-0.42,0.12
232,46.4,-0.46,0.18
233,46.6,-0.50,0.22
234,46.8,-0.54,0.28
235,47.0,-0.56,0.32
236,47.2,-0.58,0.34
237,47.4,-0.60,0.38
238,47.6,-0.60,0.40
239,47.8,-0.58,0.42
240,48.0,-0.56,0.42
241,48.2,-0.54,0.42
242,48.4,-0.50,0.42
243,48.6,-0.46,0.42
244,48.8,-0.40,0.40
245,49.0,-0.34,0.38
246,49.2,-0.28,0.34
247,49.4,-0.20,0.32
248,49.6,-0.14,0.28
249,49.8,-0.06,0.24
250,50.0,0.02,0.18
251,50.2,0.08,0.14
252,50.4,0.16,0.08
253,50.6,0.22,0.02
254,50.8,0.30,-0.02
255,51.0,0.36,-0.08
256,51.2,0.42,-0.14
257,51.4,0.46,-0.18
258,51.6,0.50,-0.24
259,51.8,0.54,-0.28
260,52.0,0.56,-0.32
261,52.2,0.58,-0.36
262,52.4,0.60,-0.38
263,52.6,0.60,-0.40
264,52.8,0.58,-0.42
265,53.0,0.56,-0.44
266,53.2,0.54,-0.44
267,53.4,0.50,-0.44
268,53.6,0.46,-0.42
269,53.8,0.40,-0.40
270,54.0,0.34,-0.38
271,54.2,0.28,-0.36
272,54.4,0.20,-0.32
273,54.6,0.14,-0.28
274,54.8,0.06,-0.24
275,55.0,-0.02,-0.20
276,55.2,-0.08,-0.14
277,55.4,-0.16,-0.10
278,55.6,-0.22,-0.04
279,55.8,-0.30,0.02
280,56.0,-0.36,0.08
281,56.2,-0.42,0.12
282,56.4,-0.46,0.18
283,56.6,-0.50,0.22
284,56.8,-0.54,0.28
285,57.0,-0.56,0.32
286,57.2,-0.58,0.34
287,57.4,-0.60,0.38
288,57.6,-0.60,0.40
289,57.8,-0.58,0.42
290,58.0,-0.56,0.42
291,58.2,-0.54,0.42
292,58.4,-0.50,0.42
293,58.6,-0.46,0.42
294,58.8,-0.40,0.40
295,59.0,-0.34,0.38
296,59.2,-0.28,0.36
297,59.4,-0.20,0.32
298,59.6,-0.14,0.28
299,59.8,-0.06,0.24
300,60.0,0.02,0.18
301,60.2,0.08,0.14
302,60.4,0.16,0.08
303,60.6,0.22,0.04
304,60.8,0.30,-0.02
305,61.0,0.36,-0.08
306,61.2,0.40,-0.14
307,61.4,0.46,-0.18
308,61.6,0.50,-0.24
309,61.8,0.54,-0.28
310,62.0,0.56,-0.32
311,62.2,0.58,-0.36
312,62.4,0.60,-0.38
313,62.6,0.60,-0.40
314,62.8,0.58,-0.42
315,63.0,0.56,-0.44
316,63.2,0.54,-0.44
317,63.4,0.50,-0.44
318,63.6,0.44,-0.42
319,63.8,0.40,-0.40
320,64.0,0.34,-0.38
321,64.2,0.28,-0.36
322,64.4,0.20,-0.32
323,64.6,0.14,-0.28
324,64.8,0.06,-0.24
325,65.0,-0.02,-0.20
326,65.2,-0.08,-0.14
327,65.4,-0.16,-0.10
328,65.6,-0.22,-0.04
329,65.8,-0.30,0.02
330,66.0,-0.36,0.08
331,66.2,-0.42,0.12
332,66.4,-0.46,0.18
333,66.6,-0.50,0.22
334,66.8,-0.54,0.28
335,67.0,-0.56,0.30
336,67.2,-0.58,0.34
337,67.4,-0.60,0.38
338,67.6,-0.60,0.40
339,67.8,-0.58,0.42
340,68.0,-0.56,0.42
341,68.2,-0.54,0.42
342,68.4,-0.50,0.42
343,68.6,-0.46,0.42
344,68.8,-0.40,0.40
345,69.0,-0.34,0.38
346,69.2,-0.28,0.34
347,69.4,-0.20,0.32
348,69.6,-0.14,0.28
349,69.8,-0.06,0.24
350,70.0,0.02,0.18
351,70.2,0.08,0.14
352,70.4,0.16,0.08
353,70.6,0.22,0.02
354,70.8,0.30,-0.02
355,71.0,0.36,-0.08
356,71.2,0.40,-0.14
357,71.4,0.46,-0.18
358,71.6,0.50,-0.24
359,71.8,0.54,-0.28
360,72.0,0.56,-0.32
361,72.2,0.58,-0.36
362,72.4,0.60,-0.38
363,72.6,0.60,-0.40
364,72.8,0.58,-0.42
365,73.0,0.56,-0.44
366,73.2,0.54,-0.44
367,73.4,0.50,-0.44
368,73.6,0.46,-0.42
369,73.8,0.40,-0.40
370,74.0,0.34,-0.38
371,74.2,0.28,-0.36
372,74.4,0.20,-0.32
373,74.6,0.14,-0.28
374,74.8,0.06,-0.24
375,75.0,-0.02,-0.20
376,75.2,-0.08,-0.14
377,75.4,-0.16,-0.10
378,75.6,-0.22,-0.04
379,75.8,-0.30,0.02
380,76.0,-0.36,0.08
381,76.2,-0.42,0.12
382,76.4,-0.46,0.18
383,76.6,-0.50,0.22
384,76.8,-0.54,0.28
385,77.0,-0.56,0.32
386,77.2,-0.58,0.34
387,77.4,-0.60,0.38
388,77.6,-0.60,0.40
389,77.8,-0.58,0.42
390,78.0,-0.56,0.42
391,78.2,-0.54,0.42
392,78.4,-0.50,0.42
393,78.6,-0.46,0.42
394,78.8,-0.40,0.40
395,79.0,-0.34,0.38
396,79.2,-0.28,0.34
397,79.4,-0.20,0.32
398,79.6,-0.14,0.28
399,79.8,-0.06,0.24
400,80.0,0.02,0.18
401,80.2,0.08,0.14
