,time,[V],[V]
253,50.6,0.44,0.02
254,50.8,0.58,-0.08
255,51.0,0.70,-0.18
256,51.2,0.82,-0.28
257,51.4,0.92,-0.38
258,51.6,1.00,-0.48
259,51.8,1.08,-0.56
260,52.0,1.14,-0.64
261,52.2,1.18,-0.70
262,52.4,1.20,-0.76
263,52.6,1.20,-0.80
264,52.8,1.18,-0.82
265,53.0,1.14,-0.84
266,53.2,1.08,-0.84
267,53.4,1.00,-0.84
268,53.6,0.92,-0.82
269,53.8,0.82,-0.78
270,54.0,0.70,-0.74
271,54.2,0.56,-0.68
272,54.4,0.42,-0.60
273,54.6,0.28,-0.52
274,54.8,0.14,-0.44
275,55.0,-0.02,-0.34
276,55.2,-0.16,-0.24
277,55.4,-0.30,-0.14
278,55.6,-0.44,-0.04
279,55.8,-0.58,0.08
280,56.0,-0.70,0.18
281,56.2,-0.82,0.28
282,56.4,-0.92,0.38
283,56.6,-1.00,0.48
284,56.8,-1.08,0.56
285,57.0,-1.14,0.64
286,57.2,-1.18,0.70
287,57.4,-1.20,0.76
288,57.6,-1.20,0.80
289,57.8,-1.18,0.82
290,58.0,-1.14,0.84
291,58.2,-1.08,0.84
292,58.4,-1.00,0.82
293,58.6,-0.92,0.80
294,58.8,-0.82,0.78
295,59.0,-0.70,0.72
296,59.2,-0.56,0.66
297,59.4,-0.44,0.60
298,59.6,-0.28,0.52
299,59.8,-0.14,0.44
300,60.0,0.02,0.34
301,60.2,0.16,0.24
302,60.4,0.30,0.14
303,60.6,0.44,0.02
304,60.8,0.58,-0.08
305,61.0,0.70,-0.18
306,61.2,0.82,-0.28
307,61.4,0.92,-0.38
308,61.6,1.00,-0.48
309,61.8,1.08,-0.56
310,62.0,1.14,-0.64
311,62.2,1.18,-0.70
312,62.4,1.20,-0.76
313,62.6,1.20,-0.80
314,62.8,1.18,-0.82
315,63.0,1.14,-0.84
316,63.2,1.08,-0.84
317,63.4,1.00,-0.84
318,63.6,0.92,-0.82
319,63.8,0.82,-0.78
320,64.0,0.70,-0.74
321,64.2,0.56,-0.68
322,64.4,0.44,-0.60
323,64.6,0.28,-0.52
324,64.8,0.14,-0.44
325,65.0,-0.02,-0.34
326,65.2,-0.16,-0.24
327,65.4,-0.30,-0.14
328,65.6,-0.44,-0.04
329,65.8,-0.58,0.08
330,66.0,-0.70,0.18
331,66.2,-0.82,0.28
332,66.4,-0.92,0.38
333,66.6,-1.02,0.48
334,66.8,-1.08,0.56
335,67.0,-1.14,0.64
336,67.2,-1.18,0.70
337,67.4,-1.20,0.76
338,67.6,-1.20,0.80
339,67.8,-1.18,0.82
340,68.0,-1.14,0.84
341,68.2,-1.08,0.84
342,68.4,-1.00,0.84
343,68.6,-0.92,0.80
344,68.8,-0.82,0.78
345,69.0,-0.70,0.72
346,69.2,-0.56,0.66
347,69.4,-0.44,0.60
348,69.6,-0.28,0.52
349,69.8,-0.14,0.44
350,70.0,0.02,0.34
351,70.2,0.16,0.24
352,70.4,0.30,0.14
353,70.6,0.44,0.02
354,70.8,0.58,-0.08
355,71.0,0.70,-0.18
356,71.2,0.82,-0.30
357,71.4,0.92,-0.38
358,71.6,1.00,-0.48
359,71.8,1.08,-0.56
360,72.0,1.14,-0.64
361,72.2,1.18,-0.70
362,72.4,1.20,-0.76
363,72.6,1.20,-0.80
364,72.8,1.18,-0.82
365,73.0,1.14,-0.84
366,73.2,1.08,-0.84
367,73.4,1.00,-0.84
368,73.6,0.92,-0.82
369,73.8,0.82,-0.78
370,74.0,0.70,-0.74
371,74.2,0.56,-0.68
372,74.4,0.42,-0.60
373,74.6,0.28,-0.52
374,74.8,0.14,-0.44
375,75.0,-0.02,-0.34
376,75.2,-0.16,-0.24
377,75.4,-0.30,-0.14
378,75.6,-0.44,-0.04
379,75.8,-0.58,0.08
380,76.0,-0.70,0.18
381,76.2,-0.82,0.28
382,76.4,-0.92,0.38
383,76.6,-1.00,0.48
384,76.8,-1.08,0.56
385,77.0,-1.14,0.64
386,77.2,-1.18,0.70
387,77.4,-1.20,0.76
388,77.6,-1.20,0.80
389,77.8,-1.18,0.82
390,78.0,-1.14,0.84
391,78.2,-1.08,0.84
392,78.4,-1.00,0.84
393,78.6,-0.92,0.80
394,78.8,-0.82,0.78
395,79.0,-0.70,0.72
396,79.2,-0.58,0.66
397,79.4,-0.44,0.60
398,79.6,-0.28,0.52
399,79.8,-0.14,0.44
400,80.0,0.02,0.34
401,80.2,0.16,0.24
402,80.4,0.30,0.14
403,80.6,0.44,0.02
404,80.8,0.58,-0.08
405,81.0,0.70,-0.18
406,81.2,0.82,-0.30
407,81.4,0.92,-0.38
408,81.6,1.00,-0.48
409,81.8,1.08,-0.56
410,82.0,1.14,-0.64
411,82.2,1.18,-0.70
412,82.4,1.20,-0.76
413,82.6,1.20,-0.80
414,82.8,1.18,-0.82
415,83.0,1.14,-0.84
416,83.2,1.08,-0.84
417,83.4,1.00,-0.84
418,83.6,0.92,-0.82
419,83.8,0.82,-0.78
420,84.0,0.70,-0.74
421,84.2,0.56,-0.68
422,84.4,0.42,-0.60
423,84.6,0.28,-0.52
424,84.8,0.14,-0.44
425,85.0,-0.02,-0.34
426,85.2,-0.16,-0.24
427,85.4,-0.30,-0.14
428,85.6,-0.44,-0.04
429,85.8,-0.58,0.08
430,86.0,-0.70,0.18
431,86.2,-0.82,0.28
432,86.4,-0.92,0.38
433,86.6,-1.02,0.48
434,86.8,-1.08,0.56
435,87.0,-1.14,0.64
436,87.2,-1.18,0.70
437,87.4,-1.20,0.76
438,87.6,-1.20,0.80
439,87.8,-1.18,0.82
440,88.0,-1.14,0.84
441,88.2,-1.08,0.84
442,88.4,-1.00,0.84
443,88.6,-0.92,0.80
444,88.8,-0.82,0.78
445,89.0,-0.70,0.72
446,89.2,-0.58,0.66
447,89.4,-0.44,0.60
448,89.6,-0.28,0.52
449,89.8,-0.14,0.44
450,90.0,0.02,0.34
451,90.2,0.16,0.24
452,90.4,0.30,0.14
453,90.6,0.44,0.02
454,90.8,0.58,-0.08
455,91.0,0.70,-0.18
456,91.2,0.82,-0.28
457,91.4,0.92,-0.38
458,91.6,1.00,-0.48
459,91.8,1.08,-0.56
460,92.0,1.14,-0.64
461,92.2,1.18,-0.70
462,92.4,1.20,-0.76
463,92.6,1.20,-0.80
464,92.8,1.18,-0.82
465,93.0,1.14,-0.84
466,93.2,1.08,-0.84
467,93.4,1.00,-0.84
468,93.6,0.92,-0.82
469,93.8,0.82,-0.78
470,94.0,0.70,-0.74
471,94.2,0.56,-0.68
472,94.4,0.44,-0.60
473,94.6,0.28,-0.52
474,94.8,0.14,-0.44
475,95.0,-0.02,-0.34
476,95.2,-0.16,-0.24
477,95.4,-0.30,-0.14
478,95.6,-0.44,-0.04
479,95.8,-0.58,0.08
480,96.0,-0.70,0.18
481,96.2,-0.82,0.28
482,96.4,-0.92,0.38
483,96.6,-1.00,0.48
484,96.8,-1.08,0.56
485,97.0,-1.14,0.64
486,97.2,-1.18,0.70
487,97.4,-1.20,0.76
488,97.6,-1.20,0.80
489,97.8,-1.18,0.82
490,98.0,-1.14,0.84
491,98.2,-1.08,0.84
492,98.4,-1.00,0.84
493,98.6,-0.92,0.80
494,98.8,-0.82,0.78
495,99.0,-0.70,0.72
496,99.2,-0.56,0.66
497,99.4,-0.44,0.60
498,99.6,-0.28,0.52
499,99.8,-0.14,0.44
500,100.0,0.02,0.34
