,time,[V],[V]
389,77.8,-0.08,0.86
390,78.0,-0.06,0.82
391,78.2,-0.06,0.76
392,78.4,-0.06,0.70
393,78.6,-0.06,0.62
394,78.8,-0.04,0.52
395,79.0,-0.04,0.42
396,79.2,-0.02,0.32
397,79.4,-0.02,0.22
398,79.6,0.00,0.10
399,79.8,0.00,-0.02
400,80.0,0.02,-0.14
401,80.2,0.02,-0.24
402,80.4,0.02,-0.36
403,80.6,0.04,-0.46
404,80.8,0.04,-0.56
405,81.0,0.06,-0.64
406,81.2,0.06,-0.72
407,81.4,0.06,-0.80
408,81.6,0.08,-0.84
409,81.8,0.08,-0.88
410,82.0,0.08,-0.92
411,82.2,0.08,-0.92
412,82.4,0.08,-0.92
413,82.6,0.08,-0.90
414,82.8,0.08,-0.88
415,83.0,0.06,-0.84
416,83.2,0.06,-0.78
417,83.4,0.06,-0.70
418,83.6,0.06,-0.62
419,83.8,0.04,-0.54
420,84.0,0.04,-0.44
421,84.2,0.02,-0.34
422,84.4,0.02,-0.22
423,84.6,0.00,-0.10
424,84.8,0.00,0.00
425,85.0,-0.02,0.12
426,85.2,-0.02,0.24
427,85.4,-0.04,0.34
428,85.6,-0.04,0.44
429,85.8,-0.04,0.54
430,86.0,-0.06,0.64
431,86.2,-0.06,0.72
432,86.4,-0.06,0.78
433,86.6,-0.08,0.84
434,86.8,-0.08,0.88
435,87.0,-0.08,0.90
436,87.2,-0.08,0.92
437,87.4,-0.08,0.92
438,87.6,-0.08,0.90
439,87.8,-0.08,0.86
440,88.0,-0.08,0.82
441,88.2,-0.06,0.76
442,88.4,-0.06,0.70
443,88.6,-0.06,0.62
444,88.8,-0.04,0.52
445,89.0,-0.04,0.42
446,89.2,-0.02,0.32
447,89.4,-0.02,0.22
448,89.6,0.00,0.10
449,89.8,0.00,-0.02
450,90.0,0.02,-0.12
451,90.2,0.02,-0.24
452,90.4,0.02,-0.36
453,90.6,0.04,-0.46
454,90.8,0.04,-0.56
455,91.0,0.06,-0.64
456,91.2,0.06,-0.72
457,91.4,0.06,-0.78
458,91.6,0.06,-0.84
459,91.8,0.08,-0.88
460,92.0,0.08,-0.92
461,92.2,0.08,-0.92
462,92.4,0.08,-0.92
463,92.6,0.08,-0.90
464,92.8,0.08,-0.88
465,93.0,0.06,-0.84
466,93.2,0.06,-0.78
467,93.4,0.06,-0.70
468,93.6,0.06,-0.62
469,93.8,0.04,-0.54
470,94.0,0.04,-0.44
471,94.2,0.02,-0.34
472,94.4,0.02,-0.22
473,94.6,0.00,-0.10
474,94.8,0.00,0.00
475,95.0,-0.02,0.12
476,95.2,-0.02,0.24
477,95.4,-0.04,0.34
478,95.6,-0.04,0.44
479,95.8,-0.04,0.54
480,96.0,-0.06,0.64
481,96.2,-0.06,0.72
482,96.4,-0.06,0.78
483,96.6,-0.08,0.84
484,96.8,-0.08,0.88
485,97.0,-0.08,0.90
486,97.2,-0.08,0.92
487,97.4,-0.08,0.92
488,97.6,-0.08,0.90
489,97.8,-0.08,0.86
490,98.0,-0.08,0.82
491,98.2,-0.06,0.76
492,98.4,-0.06,0.70
493,98.6,-0.06,0.62
494,98.8,-0.04,0.52
495,99.0,-0.04,0.42
496,99.2,-0.02,0.32
497,99.4,-0.02,0.22
498,99.6,0.00,0.10
499,99.8,0.00,-0.02
500,100.0,0.02,-0.14
