,time,[V],[V]
395,79.0,-0.22,0.44
396,79.2,-0.18,0.42
397,79.4,-0.14,0.42
398,79.6,-0.08,0.42
399,79.8,-0.04,0.42
400,80.0,0.02,0.40
401,80.2,0.06,0.38
402,80.4,0.10,0.38
403,80.6,0.14,0.36
404,80.8,0.20,0.34
405,81.0,0.24,0.32
406,81.2,0.28,0.30
407,81.4,0.32,0.28
408,81.6,0.36,0.26
409,81.8,0.40,0.24
410,82.0,0.44,0.22
411,82.2,0.46,0.18
412,82.4,0.50,0.16
413,82.6,0.54,0.14
414,82.8,0.56,0.10
415,83.0,0.60,0.08
416,83.2,0.62,0.06
417,83.4,0.64,0.02
418,83.6,0.66,0.00
419,83.8,0.68,-0.02
420,84.0,0.70,-0.06
421,84.2,0.72,-0.08
422,84.4,0.72,-0.10
423,84.6,0.74,-0.14
424,84.8,0.74,-0.16
425,85.0,0.74,-0.18
426,85.2,0.74,-0.20
427,85.4,0.74,-0.24
428,85.6,0.72,-0.26
429,85.8,0.72,-0.28
430,86.0,0.70,-0.30
431,86.2,0.68,-0.32
432,86.4,0.68,-0.32
433,86.6,0.66,-0.34
434,86.8,0.62,-0.36
435,87.0,0.60,-0.38
436,87.2,0.58,-0.38
437,87.4,0.54,-0.40
438,87.6,0.52,-0.40
439,87.8,0.48,-0.42
440,88.0,0.44,-0.42
441,88.2,0.40,-0.44
442,88.4,0.36,-0.44
443,88.6,0.32,-0.44
444,88.8,0.26,-0.44
445,89.0,0.22,-0.44
446,89.2,0.18,-0.44
447,89.4,0.12,-0.44
448,89.6,0.08,-0.42
449,89.8,0.04,-0.42
450,90.0,-0.02,-0.40
451,90.2,-0.06,-0.40
452,90.4,-0.10,-0.38
453,90.6,-0.16,-0.36
454,90.8,-0.20,-0.34
455,91.0,-0.24,-0.34
456,91.2,-0.28,-0.32
457,91.4,-0.32,-0.30
458,91.6,-0.36,-0.26
459,91.8,-0.40,-0.24
460,92.0,-0.44,-0.22
461,92.2,-0.48,-0.20
462,92.4,-0.50,-0.16
463,92.6,-0.54,-0.14
464,92.8,-0.56,-0.12
465,93.0,-0.60,-0.08
466,93.2,-0.62,-0.06
467,93.4,-0.64,-0.04
468,93.6,-0.66,0.00
469,93.8,-0.68,0.02
470,94.0,-0.70,0.04
471,94.2,-0.72,0.08
472,94.4,-0.72,0.10
473,94.6,-0.74,0.12
474,94.8,-0.74,0.16
475,95.0,-0.74,0.18
476,95.2,-0.74,0.20
477,95.4,-0.74,0.22
478,95.6,-0.74,0.24
479,95.8,-0.72,0.26
480,96.0,-0.70,0.28
481,96.2,-0.70,0.30
482,96.4,-0.68,0.32
483,96.6,-0.66,0.34
484,96.8,-0.62,0.36
485,97.0,-0.60,0.36
486,97.2,-0.58,0.38
487,97.4,-0.54,0.40
488,97.6,-0.52,0.40
489,97.8,-0.48,0.40
490,98.0,-0.44,0.42
491,98.2,-0.40,0.42
492,98.4,-0.36,0.42
493,98.6,-0.32,0.44
494,98.8,-0.26,0.44
495,99.0,-0.22,0.44
496,99.2,-0.18,0.42
497,99.4,-0.12,0.42
498,99.6,-0.08,0.42
499,99.8,-0.04,0.42
500,100.0,0.02,0.40
