,time,[V],[V]
111,22.2,0.10,-1.26
112,22.4,0.12,-1.34
113,22.6,0.12,-1.42
114,22.8,0.12,-1.50
115,23.0,0.14,-1.56
116,23.2,0.14,-1.62
117,23.4,0.14,-1.66
118,23.6,0.14,-1.72
119,23.8,0.14,-1.76
120,24.0,0.14,-1.78
121,24.2,0.16,-1.82
122,24.4,0.16,-1.84
123,24.6,0.16,-1.84
124,24.8,0.16,-1.84
125,25.0,0.16,-1.84
126,25.2,0.16,-1.84
127,25.4,0.16,-1.82
128,25.6,0.14,-1.80
129,25.8,0.14,-1.76
130,26.0,0.14,-1.72
131,26.2,0.14,-1.68
132,26.4,0.14,-1.62
133,26.6,0.12,-1.56
134,26.8,0.12,-1.50
135,27.0,0.12,-1.42
136,27.2,0.12,-1.36
137,27.4,0.10,-1.28
138,27.6,0.10,-1.18
139,27.8,0.08,-1.10
140,28.0,0.08,-1.00
141,28.2,0.08,-0.90
142,28.4,0.06,-0.80
143,28.6,0.06,-0.68
144,28.8,0.04,-0.58
145,29.0,0.04,-0.46
146,29.2,0.02,-0.36
147,29.4,0.02,-0.24
148,29.6,0.00,-0.12
149,29.8,0.00,0.00
150,30.0,-0.02,0.10
151,30.2,-0.02,0.22
152,30.4,-0.04,0.34
153,30.6,-0.04,0.44
154,30.8,-0.06,0.56
155,31.0,-0.06,0.66
156,31.2,-0.06,0.78
157,31.4,-0.08,0.88
158,31.6,-0.08,0.98
159,31.8,-0.10,1.08
160,32.0,-0.10,1.16
161,32.2,-0.10,1.26
162,32.4,-0.12,1.34
163,32.6,-0.12,1.42
164,32.8,-0.12,1.48
165,33.0,-0.14,1.54
166,33.2,-0.14,1.60
167,33.4,-0.14,1.66
168,33.6,-0.14,1.70
169,33.8,-0.14,1.74
170,34.0,-0.16,1.78
171,34.2,-0.16,1.80
172,34.4,-0.16,1.82
173,34.6,-0.16,1.84
174,34.8,-0.16,1.84
175,35.0,-0.16,1.84
176,35.2,-0.16,1.82
177,35.4,-0.16,1.80
178,35.6,-0.14,1.78
179,35.8,-0.14,1.76
180,36.0,-0.14,1.72
181,36.2,-0.14,1.66
182,36.4,-0.14,1.62
183,36.6,-0.14,1.56
184,36.8,-0.12,1.50
185,37.0,-0.12,1.42
186,37.2,-0.12,1.34
187,37.4,-0.10,1.26
188,37.6,-0.10,1.18
189,37.8,-0.10,1.08
190,38.0,-0.08,0.98
191,38.2,-0.08,0.88
192,38.4,-0.06,0.78
193,38.6,-0.06,0.68
194,38.8,-0.04,0.58
195,39.0,-0.04,0.46
196,39.2,-0.02,0.34
197,39.4,-0.02,0.24
198,39.6,0.00,0.12
199,39.8,0.00,0.00
200,40.0,0.02,-0.10
201,40.2,0.02,-0.22
202,40.4,0.04,-0.34
203,40.6,0.04,-0.46
204,40.8,0.04,-0.56
205,41.0,0.06,-0.68
206,41.2,0.06,-0.78
207,41.4,0.08,-0.88
208,41.6,0.08,-0.98
209,41.8,0.10,-1.08
210,42.0,0.10,-1.16
211,42.2,0.10,-1.26
212,42.4,0.12,-1.34
213,42.6,0.12,-1.42
214,42.8,0.12,-1.50
215,43.0,0.14,-1.56
216,43.2,0.14,-1.62
217,43.4,0.14,-1.68
218,43.6,0.14,-1.72
219,43.8,0.14,-1.76
220,44.0,0.14,-1.78
221,44.2,0.16,-1.82
222,44.4,0.16,-1.84
223,44.6,0.16,-1.84
224,44.8,0.16,-1.84
225,45.0,0.16,-1.84
226,45.2,0.16,-1.84
227,45.4,0.14,-1.82
228,45.6,0.14,-1.80
229,45.8,0.14,-1.76
230,46.0,0.14,-1.72
231,46.2,0.14,-1.68
232,46.4,0.14,-1.62
233,46.6,0.12,-1.56
234,46.8,0.12,-1.50
235,47.0,0.12,-1.44
236,47.2,0.12,-1.36
237,47.4,0.10,-1.28
238,47.6,0.10,-1.18
239,47.8,0.08,-1.10
240,48.0,0.08,-1.00
241,48.2,0.08,-0.90
242,48.4,0.06,-0.80
243,48.6,0.06,-0.68
244,48.8,0.04,-0.58
245,49.0,0.04,-0.46
246,49.2,0.02,-0.36
247,49.4,0.02,-0.24
248,49.6,0.00,-0.12
249,49.8,0.00,0.00
250,50.0,-0.02,0.10
251,50.2,-0.02,0.22
252,50.4,-0.04,0.34
253,50.6,-0.04,0.44
254,50.8,-0.06,0.56
255,51.0,-0.06,0.66
256,51.2,-0.06,0.78
257,51.4,-0.08,0.88
258,51.6,-0.08,0.98
259,51.8,-0.10,1.08
260,52.0,-0.10,1.16
261,52.2,-0.12,1.26
262,52.4,-0.12,1.34
263,52.6,-0.12,1.42
264,52.8,-0.12,1.48
265,53.0,-0.14,1.54
266,53.2,-0.14,1.60
267,53.4,-0.14,1.66
268,53.6,-0.14,1.70
269,53.8,-0.14,1.74
270,54.0,-0.16,1.78
271,54.2,-0.16,1.80
272,54.4,-0.16,1.82
273,54.6,-0.16,1.84
274,54.8,-0.16,1.84
275,55.0,-0.16,1.84
276,55.2,-0.16,1.82
277,55.4,-0.16,1.80
278,55.6,-0.14,1.78
279,55.8,-0.14,1.76
280,56.0,-0.14,1.72
281,56.2,-0.14,1.66
282,56.4,-0.14,1.62
283,56.6,-0.12,1.56
284,56.8,-0.12,1.50
285,57.0,-0.12,1.42
286,57.2,-0.12,1.34
287,57.4,-0.10,1.26
288,57.6,-0.10,1.18
289,57.8,-0.10,1.08
290,58.0,-0.08,0.98
291,58.2,-0.08,0.88
292,58.4,-0.06,0.78
293,58.6,-0.06,0.68
294,58.8,-0.04,0.58
295,59.0,-0.04,0.46
296,59.2,-0.02,0.34
297,59.4,-0.02,0.24
298,59.6,0.00,0.12
299,59.8,0.00,0.00
300,60.0,0.02,-0.10
301,60.2,0.02,-0.22
302,60.4,0.04,-0.34
303,60.6,0.04,-0.46
304,60.8,0.04,-0.56
305,61.0,0.06,-0.68
306,61.2,0.06,-0.78
307,61.4,0.08,-0.88
308,61.6,0.08,-0.98
309,61.8,0.10,-1.08
310,62.0,0.10,-1.18
311,62.2,0.10,-1.26
312,62.4,0.12,-1.34
313,62.6,0.12,-1.42
314,62.8,0.12,-1.50
315,63.0,0.14,-1.56
316,63.2,0.14,-1.62
317,63.4,0.14,-1.66
318,63.6,0.14,-1.72
319,63.8,0.14,-1.76
320,64.0,0.14,-1.78
321,64.2,0.16,-1.82
322,64.4,0.16,-1.84
323,64.6,0.16,-1.84
324,64.8,0.16,-1.84
325,65.0,0.16,-1.84
326,65.2,0.16,-1.84
327,65.4,0.16,-1.82
328,65.6,0.14,-1.80
329,65.8,0.14,-1.76
330,66.0,0.14,-1.72
331,66.2,0.14,-1.68
332,66.4,0.14,-1.62
333,66.6,0.12,-1.56
334,66.8,0.12,-1.50
335,67.0,0.12,-1.44
336,67.2,0.12,-1.36
337,67.4,0.10,-1.26
338,67.6,0.10,-1.18
339,67.8,0.08,-1.08
340,68.0,0.08,-1.00
341,68.2,0.08,-0.90
342,68.4,0.06,-0.80
343,68.6,0.06,-0.68
344,68.8,0.04,-0.58
345,69.0,0.04,-0.46
346,69.2,0.02,-0.36
347,69.4,0.02,-0.24
348,69.6,0.00,-0.12
349,69.8,0.00,0.00
350,70.0,-0.02,0.10
351,70.2,-0.02,0.22
352,70.4,-0.04,0.34
353,70.6,-0.04,0.44
354,70.8,-0.06,0.56
355,71.0,-0.06,0.66
356,71.2,-0.06,0.78
357,71.4,-0.08,0.88
358,71.6,-0.08,0.98
359,71.8,-0.10,1.08
360,72.0,-0.10,1.16
361,72.2,-0.10,1.26
362,72.4,-0.12,1.34
363,72.6,-0.12,1.42
364,72.8,-0.12,1.48
365,73.0,-0.14,1.54
366,73.2,-0.14,1.60
367,73.4,-0.14,1.66
368,73.6,-0.14,1.70
369,73.8,-0.14,1.74
370,74.0,-0.16,1.78
371,74.2,-0.16,1.80
372,74.4,-0.16,1.82
373,74.6,-0.16,1.84
374,74.8,-0.16,1.84
375,75.0,-0.16,1.84
376,75.2,-0.16,1.82
377,75.4,-0.16,1.80
378,75.6,-0.16,1.78
379,75.8,-0.14,1.76
380,76.0,-0.14,1.72
381,76.2,-0.14,1.66
382,76.4,-0.14,1.62
383,76.6,-0.12,1.56
384,76.8,-0.12,1.50
385,77.0,-0.12,1.42
386,77.2,-0.12,1.34
387,77.4,-0.10,1.26
388,77.6,-0.10,1.18
389,77.8,-0.10,1.08
390,78.0,-0.08,0.98
391,78.2,-0.08,0.88
392,78.4,-0.06,0.78
393,78.6,-0.06,0.68
394,78.8,-0.04,0.58
395,79.0,-0.04,0.46
396,79.2,-0.02,0.34
397,79.4,-0.02,0.24
398,79.6,0.00,0.12
399,79.8,0.00,0.00
400,80.0,0.02,-0.10
401,80.2,0.02,-0.22
402,80.4,0.04,-0.34
403,80.6,0.04,-0.46
404,80.8,0.04,-0.56
405,81.0,0.06,-0.68
406,81.2,0.06,-0.78
407,81.4,0.08,-0.88
408,81.6,0.08,-0.98
409,81.8,0.10,-1.08
410,82.0,0.10,-1.18
411,82.2,0.10,-1.26
412,82.4,0.12,-1.34
413,82.6,0.12,-1.42
414,82.8,0.12,-1.50
415,83.0,0.14,-1.56
416,83.2,0.14,-1.62
417,83.4,0.14,-1.66
418,83.6,0.14,-1.72
419,83.8,0.14,-1.76
420,84.0,0.16,-1.78
421,84.2,0.16,-1.82
422,84.4,0.16,-1.84
423,84.6,0.16,-1.84
424,84.8,0.16,-1.84
425,85.0,0.16,-1.84
426,85.2,0.16,-1.84
427,85.4,0.16,-1.82
428,85.6,0.14,-1.80
429,85.8,0.14,-1.76
430,86.0,0.14,-1.72
431,86.2,0.14,-1.68
432,86.4,0.14,-1.62
433,86.6,0.12,-1.56
434,86.8,0.12,-1.50
435,87.0,0.12,-1.42
436,87.2,0.12,-1.36
437,87.4,0.10,-1.26
438,87.6,0.10,-1.18
439,87.8,0.08,-1.10
440,88.0,0.08,-1.00
441,88.2,0.08,-0.90
442,88.4,0.06,-0.80
443,88.6,0.06,-0.68
444,88.8,0.04,-0.58
445,89.0,0.04,-0.46
446,89.2,0.02,-0.36
447,89.4,0.02,-0.24
448,89.6,0.00,-0.12
449,89.8,0.00,0.00
450,90.0,-0.02,0.10
451,90.2,-0.02,0.22
452,90.4,-0.04,0.34
453,90.6,-0.04,0.44
454,90.8,-0.06,0.56
455,91.0,-0.06,0.66
456,91.2,-0.06,0.78
457,91.4,-0.08,0.88
458,91.6,-0.08,0.98
459,91.8,-0.10,1.08
460,92.0,-0.10,1.16
461,92.2,-0.10,1.26
462,92.4,-0.12,1.34
463,92.6,-0.12,1.42
464,92.8,-0.12,1.48
465,93.0,-0.14,1.54
466,93.2,-0.14,1.60
467,93.4,-0.14,1.66
468,93.6,-0.14,1.70
469,93.8,-0.14,1.74
470,94.0,-0.16,1.78
471,94.2,-0.16,1.80
472,94.4,-0.16,1.82
473,94.6,-0.16,1.84
474,94.8,-0.16,1.84
475,95.0,-0.16,1.84
476,95.2,-0.16,1.82
477,95.4,-0.16,1.82
478,95.6,-0.16,1.78
479,95.8,-0.14,1.76
480,96.0,-0.14,1.72
481,96.2,-0.14,1.66
482,96.4,-0.14,1.62
483,96.6,-0.14,1.56
484,96.8,-0.12,1.50
485,97.0,-0.12,1.42
486,97.2,-0.12,1.34
487,97.4,-0.10,1.26
488,97.6,-0.10,1.18
489,97.8,-0.08,1.08
490,98.0,-0.08,0.98
491,98.2,-0.08,0.88
492,98.4,-0.06,0.78
493,98.6,-0.06,0.68
494,98.8,-0.04,0.58
495,99.0,-0.04,0.46
496,99.2,-0.02,0.34
497,99.4,-0.02,0.24
498,99.6,0.00,0.12
499,99.8,0.00,0.00
500,100.0,0.02,-0.10
