,time,[V],[V]
326,65.2,0.08,-0.90
327,65.4,0.08,-0.90
328,65.6,0.08,-0.88
329,65.8,0.08,-0.86
330,66.0,0.06,-0.84
331,66.2,0.06,-0.82
332,66.4,0.06,-0.78
333,66.6,0.06,-0.74
334,66.8,0.06,-0.72
335,67.0,0.06,-0.68
336,67.2,0.04,-0.64
337,67.4,0.04,-0.60
338,67.6,0.04,-0.54
339,67.8,0.04,-0.50
340,68.0,0.04,-0.44
341,68.2,0.04,-0.40
342,68.4,0.02,-0.34
343,68.6,0.02,-0.28
344,68.8,0.02,-0.22
345,69.0,0.02,-0.18
346,69.2,0.00,-0.12
347,69.4,0.00,-0.06
348,69.6,0.00,0.00
349,69.8,0.00,0.06
350,70.0,-0.02,0.12
351,70.2,-0.02,0.16
352,70.4,-0.02,0.22
353,70.6,-0.02,0.28
354,70.8,-0.04,0.34
355,71.0,-0.04,0.38
356,71.2,-0.04,0.44
357,71.4,-0.04,0.48
358,71.6,-0.04,0.54
359,71.8,-0.06,0.58
360,72.0,-0.06,0.62
361,72.2,-0.06,0.66
362,72.4,-0.06,0.70
363,72.6,-0.06,0.74
364,72.8,-0.06,0.78
365,73.0,-0.06,0.80
366,73.2,-0.08,0.84
367,73.4,-0.08,0.86
368,73.6,-0.08,0.88
369,73.8,-0.08,0.88
370,74.0,-0.08,0.90
371,74.2,-0.08,0.92
372,74.4,-0.08,0.92
373,74.6,-0.08,0.92
374,74.8,-0.08,0.92
375,75.0,-0.08,0.92
376,75.2,-0.08,0.90
377,75.4,-0.08,0.88
378,75.6,-0.08,0.88
379,75.8,-0.08,0.86
380,76.0,-0.06,0.82
381,76.2,-0.06,0.80
382,76.4,-0.06,0.78
383,76.6,-0.06,0.74
384,76.8,-0.06,0.70
385,77.0,-0.06,0.66
386,77.2,-0.06,0.62
387,77.4,-0.04,0.58
388,77.6,-0.04,0.54
389,77.8,-0.04,0.48
390,78.0,-0.04,0.44
391,78.2,-0.04,0.38
392,78.4,-0.02,0.34
393,78.6,-0.02,0.28
394,78.8,-0.02,0.22
395,79.0,-0.02,0.16
396,79.2,-0.02,0.10
397,79.4,0.00,0.06
398,79.6,0.00,0.00
399,79.8,0.00,-0.06
400,80.0,0.00,-0.12
401,80.2,0.02,-0.18
402,80.4,0.02,-0.24
403,80.6,0.02,-0.28
404,80.8,0.02,-0.34
405,81.0,0.04,-0.40
406,81.2,0.04,-0.44
407,81.4,0.04,-0.50
408,81.6,0.04,-0.54
409,81.8,0.04,-0.60
410,82.0,0.06,-0.64
411,82.2,0.06,-0.68
412,82.4,0.06,-0.72
413,82.6,0.06,-0.74
414,82.8,0.06,-0.78
415,83.0,0.06,-0.82
416,83.2,0.06,-0.84
417,83.4,0.08,-0.86
418,83.6,0.08,-0.88
419,83.8,0.08,-0.90
420,84.0,0.08,-0.90
421,84.2,0.08,-0.92
422,84.4,0.08,-0.92
423,84.6,0.08,-0.92
424,84.8,0.08,-0.92
425,85.0,0.08,-0.92
426,85.2,0.08,-0.90
427,85.4,0.08,-0.90
428,85.6,0.08,-0.88
429,85.8,0.08,-0.86
430,86.0,0.06,-0.84
431,86.2,0.06,-0.82
432,86.4,0.06,-0.78
433,86.6,0.06,-0.74
434,86.8,0.06,-0.72
435,87.0,0.06,-0.68
436,87.2,0.06,-0.64
437,87.4,0.04,-0.60
438,87.6,0.04,-0.54
439,87.8,0.04,-0.50
440,88.0,0.04,-0.44
441,88.2,0.04,-0.40
442,88.4,0.02,-0.34
443,88.6,0.02,-0.28
444,88.8,0.02,-0.24
445,89.0,0.02,-0.18
446,89.2,0.00,-0.12
447,89.4,0.00,-0.06
448,89.6,0.00,0.00
449,89.8,0.00,0.06
450,90.0,-0.02,0.12
451,90.2,-0.02,0.16
452,90.4,-0.02,0.22
453,90.6,-0.02,0.28
454,90.8,-0.04,0.34
455,91.0,-0.04,0.38
456,91.2,-0.04,0.44
457,91.4,-0.04,0.50
458,91.6,-0.04,0.54
459,91.8,-0.06,0.58
460,92.0,-0.06,0.62
461,92.2,-0.06,0.66
462,92.4,-0.06,0.70
463,92.6,-0.06,0.74
464,92.8,-0.06,0.78
465,93.0,-0.06,0.80
466,93.2,-0.08,0.82
467,93.4,-0.08,0.86
468,93.6,-0.08,0.88
469,93.8,-0.08,0.88
470,94.0,-0.08,0.90
471,94.2,-0.08,0.92
472,94.4,-0.08,0.92
473,94.6,-0.08,0.92
474,94.8,-0.08,0.92
475,95.0,-0.08,0.90
476,95.2,-0.08,0.90
477,95.4,-0.08,0.88
478,95.6,-0.08,0.88
479,95.8,-0.08,0.86
480,96.0,-0.06,0.82
481,96.2,-0.06,0.80
482,96.4,-0.06,0.78
483,96.6,-0.06,0.74
484,96.8,-0.06,0.70
485,97.0,-0.06,0.66
486,97.2,-0.06,0.62
487,97.4,-0.06,0.58
488,97.6,-0.04,0.54
489,97.8,-0.04,0.48
490,98.0,-0.04,0.44
491,98.2,-0.04,0.38
492,98.4,-0.02,0.34
493,98.6,-0.02,0.28
494,98.8,-0.02,0.22
495,99.0,-0.02,0.16
496,99.2,0.00,0.10
497,99.4,0.00,0.06
498,99.6,0.00,0.00
499,99.8,0.00,-0.06
500,100.0,0.02,-0.12
