,time,[V],[V]
312,62.4,0.38,-0.06
313,62.6,0.40,-0.10
314,62.8,0.42,-0.12
315,63.0,0.44,-0.16
316,63.2,0.46,-0.18
317,63.4,0.48,-0.22
318,63.6,0.50,-0.24
319,63.8,0.52,-0.26
320,64.0,0.52,-0.30
321,64.2,0.54,-0.32
322,64.4,0.54,-0.34
323,64.6,0.56,-0.36
324,64.8,0.56,-0.38
325,65.0,0.56,-0.40
326,65.2,0.56,-0.42
327,65.4,0.56,-0.44
328,65.6,0.54,-0.46
329,65.8,0.54,-0.46
330,66.0,0.52,-0.48
331,66.2,0.52,-0.48
332,66.4,0.50,-0.50
333,66.6,0.48,-0.50
334,66.8,0.46,-0.50
335,67.0,0.44,-0.50
336,67.2,0.42,-0.50
337,67.4,0.40,-0.50
338,67.6,0.38,-0.50
339,67.8,0.34,-0.48
340,68.0,0.32,-0.48
341,68.2,0.30,-0.48
342,68.4,0.26,-0.46
343,68.6,0.24,-0.44
344,68.8,0.20,-0.44
345,69.0,0.16,-0.42
346,69.2,0.12,-0.40
347,69.4,0.10,-0.38
348,69.6,0.06,-0.36
349,69.8,0.02,-0.34
350,70.0,-0.02,-0.32
351,70.2,-0.04,-0.28
352,70.4,-0.08,-0.26
353,70.6,-0.12,-0.22
354,70.8,-0.14,-0.20
355,71.0,-0.18,-0.18
356,71.2,-0.22,-0.14
357,71.4,-0.24,-0.12
358,71.6,-0.28,-0.08
359,71.8,-0.30,-0.04
360,72.0,-0.34,-0.02
361,72.2,-0.36,0.02
362,72.4,-0.38,0.06
363,72.6,-0.40,0.08
364,72.8,-0.42,0.12
365,73.0,-0.46,0.14
366,73.2,-0.46,0.18
367,73.4,-0.48,0.20
368,73.6,-0.50,0.24
369,73.8,-0.52,0.26
370,74.0,-0.52,0.28
371,74.2,-0.54,0.32
372,74.4,-0.54,0.34
373,74.6,-0.56,0.36
374,74.8,-0.56,0.38
375,75.0,-0.56,0.40
376,75.2,-0.56,0.42
377,75.4,-0.56,0.42
378,75.6,-0.54,0.44
379,75.8,-0.54,0.46
380,76.0,-0.52,0.46
381,76.2,-0.52,0.48
382,76.4,-0.50,0.48
383,76.6,-0.48,0.48
384,76.8,-0.46,0.50
385,77.0,-0.44,0.50
386,77.2,-0.42,0.50
387,77.4,-0.40,0.50
388,77.6,-0.38,0.48
389,77.8,-0.36,0.48
390,78.0,-0.32,0.48
391,78.2,-0.30,0.46
392,78.4,-0.26,0.46
393,78.6,-0.24,0.44
394,78.8,-0.20,0.42
395,79.0,-0.16,0.40
396,79.2,-0.12,0.38
397,79.4,-0.10,0.38
398,79.6,-0.06,0.34
399,79.8,-0.02,0.32
400,80.0,0.02,0.30
401,80.2,0.04,0.28
402,80.4,0.08,0.26
403,80.6,0.12,0.22
404,80.8,0.14,0.20
405,81.0,0.18,0.16
406,81.2,0.20,0.14
407,81.4,0.24,0.10
408,81.6,0.28,0.08
409,81.8,0.30,0.04
410,82.0,0.32,0.00
411,82.2,0.36,-0.02
412,82.4,0.38,-0.06
413,82.6,0.40,-0.08
414,82.8,0.42,-0.12
415,83.0,0.44,-0.16
416,83.2,0.46,-0.18
417,83.4,0.48,-0.22
418,83.6,0.50,-0.24
419,83.8,0.52,-0.26
420,84.0,0.52,-0.30
421,84.2,0.54,-0.32
422,84.4,0.54,-0.34
423,84.6,0.54,-0.36
424,84.8,0.56,-0.38
425,85.0,0.56,-0.40
426,85.2,0.56,-0.42
427,85.4,0.54,-0.44
428,85.6,0.54,-0.46
429,85.8,0.54,-0.46
430,86.0,0.52,-0.48
431,86.2,0.52,-0.48
432,86.4,0.50,-0.50
433,86.6,0.48,-0.50
434,86.8,0.46,-0.50
435,87.0,0.44,-0.50
436,87.2,0.42,-0.50
437,87.4,0.40,-0.50
438,87.6,0.38,-0.50
439,87.8,0.36,-0.48
440,88.0,0.32,-0.48
441,88.2,0.30,-0.48
442,88.4,0.26,-0.46
443,88.6,0.22,-0.44
444,88.8,0.20,-0.44
445,89.0,0.16,-0.42
446,89.2,0.12,-0.40
447,89.4,0.10,-0.38
448,89.6,0.06,-0.36
449,89.8,0.02,-0.34
450,90.0,-0.02,-0.32
451,90.2,-0.04,-0.28
452,90.4,-0.08,-0.26
453,90.6,-0.12,-0.22
454,90.8,-0.14,-0.20
455,91.0,-0.18,-0.18
456,91.2,-0.22,-0.14
457,91.4,-0.24,-0.10
458,91.6,-0.28,-0.08
459,91.8,-0.30,-0.04
460,92.0,-0.32,-0.02
461,92.2,-0.36,0.02
462,92.4,-0.38,0.06
463,92.6,-0.40,0.08
464,92.8,-0.42,0.12
465,93.0,-0.44,0.14
466,93.2,-0.46,0.18
467,93.4,-0.48,0.20
468,93.6,-0.50,0.24
469,93.8,-0.52,0.26
470,94.0,-0.52,0.28
471,94.2,-0.54,0.32
472,94.4,-0.54,0.34
473,94.6,-0.56,0.36
474,94.8,-0.56,0.38
475,95.0,-0.56,0.40
476,95.2,-0.56,0.42
477,95.4,-0.56,0.42
478,95.6,-0.54,0.44
479,95.8,-0.54,0.46
480,96.0,-0.52,0.46
481,96.2,-0.52,0.48
482,96.4,-0.50,0.48
483,96.6,-0.48,0.48
484,96.8,-0.46,0.50
485,97.0,-0.44,0.50
486,97.2,-0.42,0.50
487,97.4,-0.40,0.50
488,97.6,-0.38,0.48
489,97.8,-0.36,0.48
490,98.0,-0.32,0.48
491,98.2,-0.30,0.46
492,98.4,-0.26,0.46
493,98.6,-0.24,0.44
494,98.8,-0.20,0.42
495,99.0,-0.16,0.40
496,99.2,-0.12,0.38
497,99.4,-0.10,0.38
498,99.6,-0.06,0.34
499,99.8,-0.02,0.32
500,100.0,0.02,0.30
