0,0	0,02	0,06
0,2	0,64	0,68
0,4	1,26	1,30
0,6	1,86	1,88
0,8	2,36	2,36
1,0	2,36	2,38
1,2	2,36	2,38
1,4	2,36	2,38
1,6	2,36	2,38
1,8	2,36	2,38
2,0	2,36	2,38
2,2	2,36	2,38
2,4	2,36	2,38
2,6	2,36	2,38
2,8	2,36	2,38
3,0	2,36	2,38
3,2	2,36	2,38
3,4	2,36	2,38
3,6	2,36	2,38
3,8	2,36	2,38
4,0	2,36	2,38
4,2	2,38	2,32
4,4	1,80	1,74
4,6	1,22	1,16
4,8	0,60	0,54
5,0	-0,02	-0,08
5,2	-0,64	-0,70
5,4	-1,26	-1,30
5,6	-1,86	-1,90
5,8	-2,36	-2,40
6,0	-2,38	-2,42
6,2	-2,38	-2,42
6,4	-2,38	-2,42
6,6	-2,38	-2,42
6,8	-2,38	-2,42
7,0	-2,38	-2,42
7,2	-2,38	-2,42
7,4	-2,38	-2,42
7,6	-2,38	-2,42
7,8	-2,38	-2,42
8,0	-2,38	-2,42
8,2	-2,38	-2,42
8,4	-2,38	-2,42
8,6	-2,38	-2,42
8,8	-2,38	-2,42
9,0	-2,38	-2,42
9,2	-2,36	-2,34
9,4	-1,82	-1,76
9,6	-1,22	-1,16
9,8	-0,60	-0,54
10,0	0,02	0,06
10,2	0,64	0,68
10,4	1,26	1,30
10,6	1,86	1,88
10,8	2,36	2,36
11,0	2,36	2,38
11,2	2,36	2,38
11,4	2,36	2,38
11,6	2,36	2,38
11,8	2,36	2,38
12,0	2,36	2,38
12,2	2,36	2,38
12,4	2,36	2,38
12,6	2,36	2,38
12,8	2,36	2,38
13,0	2,36	2,38
13,2	2,36	2,38
13,4	2,36	2,38
13,6	2,36	2,38
13,8	2,36	2,38
14,0	2,36	2,38
14,2	2,38	2,32
14,4	1,80	1,74
14,6	1,22	1,16
14,8	0,60	0,54
15,0	-0,02	-0,08
15,2	-0,64	-0,70
15,4	-1,26	-1,30
15,6	-1,86	-1,90
15,8	-2,36	-2,40
16,0	-2,38	-2,42
16,2	-2,38	-2,42
16,4	-2,38	-2,42
16,6	-2,38	-2,42
16,8	-2,38	-2,42
17,0	-2,38	-2,42
17,2	-2,38	-2,42
17,4	-2,38	-2,42
17,6	-2,38	-2,42
17,8	-2,38	-2,42
18,0	-2,38	-2,42
18,2	-2,38	-2,42
18,4	-2,38	-2,42
18,6	-2,38	-2,42
18,8	-2,38	-2,42
19,0	-2,38	-2,42
19,2	-2,36	-2,34
19,4	-1,80	-1,76
19,6	-1,22	-1,16
19,8	-0,60	-0,56
20,0	0,02	0,06
20,2	0,64	0,68
20,4	1,26	1,30
20,6	1,86	1,88
20,8	2,36	2,36
21,0	2,36	2,38
21,2	2,36	2,38
21,4	2,36	2,38
21,6	2,36	2,38
21,8	2,36	2,38
22,0	2,36	2,38
22,2	2,36	2,38
22,4	2,36	2,38
22,6	2,36	2,38
22,8	2,36	2,38
23,0	2,36	2,38
23,2	2,36	2,38
23,4	2,36	2,38
23,6	2,36	2,38
23,8	2,36	2,38
24,0	2,36	2,38
24,2	2,38	2,32
24,4	1,80	1,74
24,6	1,22	1,16
24,8	0,60	0,54
25,0	-0,02	-0,08
25,2	-0,64	-0,70
25,4	-1,26	-1,30
25,6	-1,86	-1,90
25,8	-2,36	-2,40
26,0	-2,38	-2,42
26,2	-2,38	-2,42
26,4	-2,38	-2,42
26,6	-2,38	-2,42
26,8	-2,38	-2,42
27,0	-2,38	-2,42
27,2	-2,38	-2,42
27,4	-2,38	-2,42
27,6	-2,38	-2,42
27,8	-2,38	-2,42
28,0	-2,38	-2,42
28,2	-2,38	-2,42
28,4	-2,38	-2,42
28,6	-2,38	-2,42
28,8	-2,38	-2,42
29,0	-2,38	-2,42
29,2	-2,36	-2,34
29,4	-1,80	-1,76
29,6	-1,22	-1,16
29,8	-0,60	-0,54
30,0	0,02	0,06
30,2	0,64	0,68
30,4	1,26	1,30
30,6	1,86	1,88
30,8	2,36	2,36
31,0	2,36	2,38
31,2	2,36	2,38
31,4	2,36	2,38
31,6	2,36	2,38
31,8	2,36	2,38
32,0	2,36	2,38
32,2	2,36	2,38
32,4	2,36	2,38
32,6	2,36	2,38
32,8	2,36	2,38
33,0	2,36	2,38
33,2	2,36	2,38
33,4	2,36	2,38
33,6	2,36	2,38
33,8	2,36	2,38
34,0	2,36	2,38
34,2	2,38	2,32
34,4	1,80	1,74
34,6	1,22	1,16
34,8	0,60	0,54
35,0	-0,02	-0,08
35,2	-0,64	-0,70
35,4	-1,26	-1,30
35,6	-1,86	-1,90
35,8	-2,36	-2,40
36,0	-2,38	-2,42
36,2	-2,38	-2,42
36,4	-2,38	-2,42
36,6	-2,38	-2,42
36,8	-2,38	-2,42
37,0	-2,38	-2,42
37,2	-2,38	-2,42
37,4	-2,38	-2,42
37,6	-2,38	-2,42
37,8	-2,38	-2,42
38,0	-2,38	-2,42
38,2	-2,38	-2,42
38,4	-2,38	-2,42
38,6	-2,38	-2,42
38,8	-2,38	-2,42
39,0	-2,38	-2,42
39,2	-2,36	-2,34
39,4	-1,80	-1,76
39,6	-1,22	-1,16
39,8	-0,60	-0,56
40,0	0,02	0,06
40,2	0,64	0,68
40,4	1,26	1,30
40,6	1,86	1,88
40,8	2,36	2,36
41,0	2,36	2,38
41,2	2,36	2,38
41,4	2,36	2,38
41,6	2,36	2,38
41,8	2,36	2,38
42,0	2,36	2,38
42,2	2,36	2,38
42,4	2,36	2,38
42,6	2,36	2,38
42,8	2,36	2,38
43,0	2,36	2,38
43,2	2,36	2,38
43,4	2,36	2,38
43,6	2,36	2,38
43,8	2,36	2,38
44,0	2,36	2,38
44,2	2,38	2,32
44,4	1,80	1,74
44,6	1,22	1,16
44,8	0,60	0,54
45,0	-0,02	-0,08
45,2	-0,64	-0,70
45,4	-1,26	-1,30
45,6	-1,86	-1,90
45,8	-2,36	-2,40
46,0	-2,38	-2,42
46,2	-2,38	-2,42
46,4	-2,38	-2,42
46,6	-2,38	-2,42
46,8	-2,38	-2,42
47,0	-2,38	-2,42
47,2	-2,38	-2,42
47,4	-2,38	-2,42
47,6	-2,38	-2,42
47,8	-2,38	-2,42
48,0	-2,38	-2,42
48,2	-2,38	-2,42
48,4	-2,38	-2,42
48,6	-2,38	-2,42
48,8	-2,38	-2,42
49,0	-2,38	-2,42
49,2	-2,36	-2,34
49,4	-1,80	-1,76
49,6	-1,22	-1,16
49,8	-0,60	-0,54
50,0	0,02	0,06
50,2	0,64	0,68
50,4	1,26	1,30
50,6	1,86	1,88
50,8	2,36	2,36
51,0	2,36	2,38
51,2	2,36	2,38
51,4	2,36	2,38
51,6	2,36	2,38
51,8	2,36	2,38
52,0	2,36	2,38
52,2	2,36	2,38
52,4	2,36	2,38
52,6	2,36	2,38
52,8	2,36	2,38
53,0	2,36	2,38
53,2	2,36	2,38
53,4	2,36	2,38
53,6	2,36	2,38
53,8	2,36	2,38
54,0	2,36	2,38
54,2	2,38	2,32
54,4	1,80	1,74
54,6	1,22	1,16
54,8	0,60	0,54
55,0	-0,02	-0,08
55,2	-0,64	-0,70
55,4	-1,26	-1,30
55,6	-1,86	-1,90
55,8	-2,36	-2,40
56,0	-2,38	-2,42
56,2	-2,38	-2,42
56,4	-2,38	-2,42
56,6	-2,38	-2,42
56,8	-2,38	-2,42
57,0	-2,38	-2,42
57,2	-2,38	-2,42
57,4	-2,38	-2,42
57,6	-2,38	-2,42
57,8	-2,38	-2,42
58,0	-2,38	-2,42
58,2	-2,38	-2,42
58,4	-2,38	-2,42
58,6	-2,38	-2,42
58,8	-2,38	-2,42
59,0	-2,38	-2,42
59,2	-2,36	-2,34
59,4	-1,80	-1,76
59,6	-1,22	-1,16
59,8	-0,60	-0,56
60,0	0,02	0,06
60,2	0,64	0,68
60,4	1,26	1,30
60,6	1,86	1,88
60,8	2,36	2,36
61,0	2,36	2,38
61,2	2,36	2,38
61,4	2,36	2,38
61,6	2,36	2,38
61,8	2,36	2,38
62,0	2,36	2,38
62,2	2,36	2,38
62,4	2,36	2,38
62,6	2,36	2,38
62,8	2,36	2,38
63,0	2,36	2,38
63,2	2,36	2,38
63,4	2,36	2,38
63,6	2,36	2,38
63,8	2,36	2,38
64,0	2,36	2,38
64,2	2,38	2,32
64,4	1,80	1,74
64,6	1,22	1,16
64,8	0,60	0,54
65,0	-0,02	-0,08
65,2	-0,64	-0,70
65,4	-1,26	-1,30
65,6	-1,86	-1,90
65,8	-2,36	-2,40
66,0	-2,38	-2,42
66,2	-2,38	-2,42
66,4	-2,38	-2,42
66,6	-2,38	-2,42
66,8	-2,38	-2,42
67,0	-2,38	-2,42
67,2	-2,38	-2,42
67,4	-2,38	-2,42
67,6	-2,38	-2,42
67,8	-2,38	-2,42
68,0	-2,38	-2,42
68,2	-2,38	-2,42
68,4	-2,38	-2,42
68,6	-2,38	-2,42
68,8	-2,38	-2,42
69,0	-2,38	-2,42
69,2	-2,36	-2,34
69,4	-1,82	-1,76
69,6	-1,22	-1,16
69,8	-0,60	-0,54
70,0	0,02	0,06
70,2	0,64	0,68
70,4	1,26	1,30
70,6	1,86	1,88
70,8	2,36	2,36
71,0	2,36	2,38
71,2	2,36	2,38
71,4	2,36	2,38
71,6	2,36	2,38
71,8	2,36	2,38
72,0	2,36	2,38
72,2	2,36	2,38
72,4	2,36	2,38
72,6	2,36	2,38
72,8	2,36	2,38
73,0	2,36	2,38
73,2	2,36	2,38
73,4	2,36	2,38
73,6	2,36	2,38
73,8	2,36	2,38
74,0	2,36	2,38
74,2	2,38	2,32
74,4	1,80	1,74
74,6	1,22	1,16
74,8	0,60	0,54
75,0	-0,02	-0,08
75,2	-0,64	-0,70
75,4	-1,26	-1,30
75,6	-1,86	-1,90
75,8	-2,36	-2,40
76,0	-2,38	-2,42
76,2	-2,38	-2,42
76,4	-2,38	-2,42
76,6	-2,38	-2,42
76,8	-2,38	-2,42
77,0	-2,38	-2,42
77,2	-2,38	-2,42
77,4	-2,38	-2,42
77,6	-2,38	-2,42
77,8	-2,38	-2,42
78,0	-2,38	-2,42
78,2	-2,38	-2,42
78,4	-2,38	-2,42
78,6	-2,38	-2,42
78,8	-2,38	-2,42
79,0	-2,38	-2,42
79,2	-2,36	-2,34
79,4	-1,82	-1,76
79,6	-1,22	-1,16
79,8	-0,60	-0,56
80,0	0,02	0,06
80,2	0,64	0,68
80,4	1,26	1,30
80,6	1,86	1,88
80,8	2,36	2,36
81,0	2,36	2,38
81,2	2,36	2,38
81,4	2,36	2,38
81,6	2,36	2,38
81,8	2,36	2,38
82,0	2,36	2,38
82,2	2,36	2,38
82,4	2,36	2,38
82,6	2,36	2,38
82,8	2,36	2,38
83,0	2,36	2,38
83,2	2,36	2,38
83,4	2,36	2,38
83,6	2,36	2,38
83,8	2,36	2,38
84,0	2,36	2,38
84,2	2,38	2,32
84,4	1,80	1,74
84,6	1,22	1,16
84,8	0,60	0,54
85,0	-0,02	-0,08
85,2	-0,64	-0,70
85,4	-1,26	-1,30
85,6	-1,86	-1,90
85,8	-2,36	-2,40
86,0	-2,38	-2,42
86,2	-2,38	-2,42
86,4	-2,38	-2,42
86,6	-2,38	-2,42
86,8	-2,38	-2,42
87,0	-2,38	-2,42
87,2	-2,38	-2,42
87,4	-2,38	-2,42
87,6	-2,38	-2,42
87,8	-2,38	-2,42
88,0	-2,38	-2,42
88,2	-2,38	-2,42
88,4	-2,38	-2,42
88,6	-2,38	-2,42
88,8	-2,38	-2,42
89,0	-2,38	-2,42
89,2	-2,36	-2,34
89,4	-1,80	-1,76
89,6	-1,22	-1,16
89,8	-0,60	-0,56
90,0	0,02	0,06
90,2	0,64	0,68
90,4	1,26	1,30
90,6	1,86	1,88
90,8	2,36	2,36
91,0	2,36	2,38
91,2	2,36	2,38
91,4	2,36	2,38
91,6	2,36	2,38
91,8	2,36	2,38
92,0	2,36	2,38
92,2	2,36	2,38
92,4	2,36	2,38
92,6	2,36	2,38
92,8	2,36	2,38
93,0	2,36	2,38
93,2	2,36	2,38
93,4	2,36	2,38
93,6	2,36	2,38
93,8	2,36	2,38
94,0	2,36	2,38
94,2	2,38	2,32
94,4	1,80	1,74
94,6	1,22	1,16
94,8	0,60	0,54
95,0	-0,02	-0,08
95,2	-0,64	-0,70
95,4	-1,26	-1,30
95,6	-1,86	-1,90
95,8	-2,36	-2,40
96,0	-2,38	-2,42
96,2	-2,38	-2,42
96,4	-2,38	-2,42
96,6	-2,38	-2,42
96,8	-2,38	-2,42
97,0	-2,38	-2,42
97,2	-2,38	-2,42
97,4	-2,38	-2,42
97,6	-2,38	-2,42
97,8	-2,38	-2,42
98,0	-2,38	-2,42
98,2	-2,38	-2,42
98,4	-2,38	-2,42
98,6	-2,38	-2,42
98,8	-2,38	-2,42
99,0	-2,38	-2,42
99,2	-2,36	-2,34
99,4	-1,80	-1,76
99,6	-1,22	-1,16
99,8	-0,60	-0,54
100,0	0,02	0,06
