0,0	0,02	0,48
0,2	0,22	0,44
0,4	0,42	0,40
0,6	0,62	0,34
0,8	0,80	0,28
1,0	0,96	0,20
1,2	1,12	0,14
1,4	1,26	0,08
1,6	1,40	0,00
1,8	1,50	-0,06
2,0	1,58	-0,14
2,2	1,62	-0,20
2,4	1,66	-0,26
2,6	1,66	-0,32
2,8	1,62	-0,36
3,0	1,58	-0,42
3,2	1,50	-0,46
3,4	1,40	-0,50
3,6	1,28	-0,52
3,8	1,14	-0,54
4,0	0,98	-0,56
4,2	0,80	-0,56
4,4	0,60	-0,56
4,6	0,40	-0,54
4,8	0,20	-0,52
5,0	-0,02	-0,48
5,2	-0,22	-0,44
5,4	-0,42	-0,40
5,6	-0,62	-0,34
5,8	-0,80	-0,28
6,0	-0,98	-0,22
6,2	-1,14	-0,16
6,4	-1,28	-0,08
6,6	-1,40	-0,02
6,8	-1,50	0,06
7,0	-1,58	0,12
7,2	-1,62	0,20
7,4	-1,66	0,26
7,6	-1,66	0,30
7,8	-1,64	0,36
8,0	-1,58	0,40
8,2	-1,50	0,44
8,4	-1,40	0,48
8,6	-1,28	0,52
8,8	-1,14	0,54
9,0	-0,98	0,54
9,2	-0,80	0,54
9,4	-0,60	0,54
9,6	-0,40	0,54
9,8	-0,20	0,52
10,0	0,02	0,48
10,2	0,22	0,44
10,4	0,42	0,40
10,6	0,62	0,34
10,8	0,80	0,28
11,0	0,96	0,22
11,2	1,12	0,14
11,4	1,26	0,08
11,6	1,40	0,00
11,8	1,50	-0,06
12,0	1,58	-0,14
12,2	1,62	-0,20
12,4	1,66	-0,26
12,6	1,66	-0,32
12,8	1,64	-0,36
13,0	1,58	-0,42
13,2	1,50	-0,46
13,4	1,40	-0,50
13,6	1,28	-0,52
13,8	1,14	-0,54
14,0	0,98	-0,56
14,2	0,80	-0,56
14,4	0,60	-0,56
14,6	0,40	-0,54
14,8	0,20	-0,52
15,0	-0,02	-0,48
15,2	-0,22	-0,44
15,4	-0,42	-0,40
15,6	-0,62	-0,34
15,8	-0,80	-0,28
16,0	-0,98	-0,22
16,2	-1,14	-0,16
16,4	-1,28	-0,08
16,6	-1,40	-0,02
16,8	-1,50	0,06
17,0	-1,58	0,12
17,2	-1,62	0,20
17,4	-1,66	0,26
17,6	-1,66	0,30
17,8	-1,64	0,36
18,0	-1,58	0,40
18,2	-1,50	0,44
18,4	-1,40	0,48
18,6	-1,28	0,52
18,8	-1,14	0,54
19,0	-0,98	0,54
19,2	-0,80	0,54
19,4	-0,60	0,54
19,6	-0,40	0,54
19,8	-0,20	0,52
20,0	0,02	0,48
20,2	0,22	0,44
20,4	0,42	0,40
20,6	0,62	0,34
20,8	0,80	0,28
21,0	0,96	0,22
21,2	1,12	0,14
21,4	1,26	0,08
21,6	1,38	0,00
21,8	1,50	-0,06
22,0	1,58	-0,14
22,2	1,62	-0,20
22,4	1,66	-0,26
22,6	1,66	-0,32
22,8	1,64	-0,36
23,0	1,58	-0,42
23,2	1,50	-0,46
23,4	1,40	-0,50
23,6	1,28	-0,52
23,8	1,14	-0,54
24,0	0,98	-0,56
24,2	0,80	-0,56
24,4	0,60	-0,56
24,6	0,40	-0,54
24,8	0,20	-0,52
25,0	-0,02	-0,48
25,2	-0,22	-0,44
25,4	-0,42	-0,40
25,6	-0,62	-0,34
25,8	-0,80	-0,28
26,0	-0,98	-0,22
26,2	-1,14	-0,16
26,4	-1,28	-0,08
26,6	-1,40	-0,02
26,8	-1,50	0,06
27,0	-1,58	0,12
27,2	-1,62	0,20
27,4	-1,66	0,26
27,6	-1,66	0,30
27,8	-1,64	0,36
28,0	-1,58	0,40
28,2	-1,50	0,44
