0,0	0,02	0,72
0,2	0,10	0,70
0,4	0,20	0,68
0,6	0,30	0,64
0,8	0,38	0,60
1,0	0,48	0,58
1,2	0,56	0,54
1,4	0,64	0,50
1,6	0,72	0,46
1,8	0,80	0,40
2,0	0,88	0,36
2,2	0,96	0,32
2,4	1,02	0,26
2,6	1,10	0,22
2,8	1,16	0,18
3,0	1,22	0,12
3,2	1,26	0,08
3,4	1,32	0,02
3,6	1,36	-0,02
3,8	1,40	-0,08
4,0	1,44	-0,12
4,2	1,46	-0,16
4,4	1,50	-0,22
4,6	1,52	-0,26
4,8	1,52	-0,30
5,0	1,52	-0,34
5,2	1,52	-0,38
5,4	1,52	-0,42
5,6	1,52	-0,46
5,8	1,50	-0,50
6,0	1,46	-0,54
6,2	1,44	-0,56
6,4	1,40	-0,60
6,6	1,36	-0,62
6,8	1,32	-0,66
7,0	1,26	-0,68
7,2	1,20	-0,70
7,4	1,14	-0,72
7,6	1,06	-0,74
7,8	1,00	-0,76
8,0	0,92	-0,76
8,2	0,84	-0,78
8,4	0,74	-0,78
8,6	0,66	-0,78
8,8	0,56	-0,78
9,0	0,48	-0,78
9,2	0,38	-0,78
9,4	0,28	-0,78
9,6	0,18	-0,76
9,8	0,08	-0,74
10,0	-0,02	-0,72
10,2	-0,10	-0,70
10,4	-0,20	-0,68
10,6	-0,30	-0,64
10,8	-0,38	-0,62
11,0	-0,48	-0,58
11,2	-0,56	-0,54
11,4	-0,64	-0,50
11,6	-0,72	-0,46
11,8	-0,80	-0,42
12,0	-0,88	-0,36
12,2	-0,96	-0,32
12,4	-1,02	-0,28
12,6	-1,10	-0,22
12,8	-1,16	-0,18
13,0	-1,22	-0,12
13,2	-1,26	-0,08
13,4	-1,32	-0,04
13,6	-1,36	0,02
13,8	-1,40	0,06
14,0	-1,44	0,12
14,2	-1,48	0,16
14,4	-1,50	0,20
14,6	-1,52	0,24
14,8	-1,52	0,30
15,0	-1,54	0,34
15,2	-1,52	0,38
15,4	-1,52	0,42
15,6	-1,52	0,46
15,8	-1,50	0,48
16,0	-1,48	0,52
16,2	-1,44	0,56
16,4	-1,40	0,58
16,6	-1,36	0,62
16,8	-1,32	0,64
17,0	-1,26	0,66
17,2	-1,20	0,68
17,4	-1,14	0,72
17,6	-1,06	0,72
17,8	-1,00	0,74
18,0	-0,92	0,76
18,2	-0,84	0,76
18,4	-0,74	0,78
18,6	-0,66	0,78
18,8	-0,56	0,78
19,0	-0,48	0,78
19,2	-0,38	0,78
19,4	-0,28	0,76
19,6	-0,18	0,76
19,8	-0,08	0,74
20,0	0,02	0,72
20,2	0,10	0,70
20,4	0,20	0,68
20,6	0,30	0,64
20,8	0,38	0,60
21,0	0,48	0,58
21,2	0,56	0,54
21,4	0,64	0,50
21,6	0,72	0,46
21,8	0,80	0,40
22,0	0,88	0,36
22,2	0,96	0,32
22,4	1,02	0,26
22,6	1,10	0,22
22,8	1,16	0,18
23,0	1,22	0,12
23,2	1,26	0,08
23,4	1,32	0,02
23,6	1,36	-0,02
23,8	1,40	-0,08
24,0	1,44	-0,12
24,2	1,46	-0,16
24,4	1,50	-0,22
24,6	1,50	-0,26
24,8	1,52	-0,30
25,0	1,52	-0,34
25,2	1,52	-0,38
25,4	1,52	-0,42
25,6	1,52	-0,46
25,8	1,50	-0,50
26,0	1,46	-0,54
26,2	1,44	-0,56
26,4	1,40	-0,60
26,6	1,36	-0,62
26,8	1,32	-0,66
27,0	1,26	-0,68
27,2	1,20	-0,70
27,4	1,14	-0,72
27,6	1,06	-0,74
