0,0	0,02	0,28
0,2	0,12	0,26
0,4	0,22	0,22
0,6	0,30	0,20
0,8	0,40	0,16
1,0	0,48	0,12
1,2	0,56	0,10
1,4	0,62	0,06
1,6	0,68	0,02
1,8	0,74	-0,02
2,0	0,78	-0,06
2,2	0,80	-0,10
2,4	0,82	-0,14
2,6	0,82	-0,16
2,8	0,80	-0,20
3,0	0,78	-0,22
3,2	0,74	-0,26
3,4	0,68	-0,28
3,6	0,62	-0,28
3,8	0,56	-0,30
4,0	0,48	-0,32
4,2	0,38	-0,32
4,4	0,28	-0,32
4,6	0,18	-0,30
4,8	0,08	-0,30
5,0	-0,02	-0,28
5,2	-0,12	-0,26
5,4	-0,22	-0,24
5,6	-0,30	-0,20
5,8	-0,40	-0,18
6,0	-0,48	-0,14
6,2	-0,56	-0,10
6,4	-0,62	-0,06
6,6	-0,70	-0,02
6,8	-0,74	0,02
7,0	-0,78	0,06
7,2	-0,80	0,10
7,4	-0,82	0,12
7,6	-0,82	0,16
7,8	-0,80	0,20
8,0	-0,78	0,22
8,2	-0,74	0,24
8,4	-0,68	0,26
8,6	-0,62	0,28
8,8	-0,56	0,30
9,0	-0,48	0,30
9,2	-0,38	0,30
9,4	-0,30	0,30
9,6	-0,20	0,30
9,8	-0,10	0,28
10,0	0,02	0,28
10,2	0,12	0,26
10,4	0,22	0,22
10,6	0,30	0,20
10,8	0,40	0,16
11,0	0,48	0,12
11,2	0,56	0,10
11,4	0,62	0,06
11,6	0,68	0,02
11,8	0,74	-0,02
12,0	0,78	-0,06
12,2	0,80	-0,10
12,4	0,82	-0,14
12,6	0,82	-0,16
12,8	0,80	-0,20
13,0	0,78	-0,22
13,2	0,74	-0,26
13,4	0,68	-0,28
13,6	0,62	-0,30
13,8	0,56	-0,30
14,0	0,48	-0,32
14,2	0,38	-0,32
14,4	0,30	-0,32
14,6	0,20	-0,30
14,8	0,08	-0,30
15,0	-0,02	-0,28
15,2	-0,12	-0,26
15,4	-0,22	-0,24
15,6	-0,32	-0,20
15,8	-0,40	-0,18
16,0	-0,48	-0,14
16,2	-0,56	-0,10
16,4	-0,62	-0,06
16,6	-0,68	-0,02
16,8	-0,74	0,02
17,0	-0,78	0,06
17,2	-0,80	0,10
17,4	-0,82	0,12
17,6	-0,82	0,16
17,8	-0,80	0,20
18,0	-0,78	0,22
18,2	-0,74	0,24
18,4	-0,68	0,26
18,6	-0,62	0,28
18,8	-0,56	0,30
19,0	-0,48	0,30
19,2	-0,38	0,30
19,4	-0,30	0,30
19,6	-0,20	0,30
19,8	-0,10	0,28
20,0	0,02	0,28
20,2	0,12	0,26
20,4	0,22	0,22
20,6	0,30	0,20
20,8	0,40	0,16
21,0	0,48	0,12
21,2	0,56	0,10
21,4	0,62	0,06
21,6	0,68	0,02
21,8	0,74	-0,02
22,0	0,78	-0,06
22,2	0,80	-0,10
22,4	0,82	-0,14
22,6	0,82	-0,16
22,8	0,80	-0,20
23,0	0,78	-0,22
23,2	0,74	-0,26
23,4	0,68	-0,28
23,6	0,62	-0,28
23,8	0,56	-0,30
24,0	0,48	-0,32
24,2	0,38	-0,32
24,4	0,28	-0,32
24,6	0,20	-0,30
24,8	0,08	-0,30
25,0	-0,02	-0,28
25,2	-0,12	-0,26
25,4	-0,22	-0,24
25,6	-0,30	-0,20
25,8	-0,40	-0,18
26,0	-0,48	-0,14
26,2	-0,56	-0,10
26,4	-0,62	-0,06
26,6	-0,68	-0,02
26,8	-0,74	0,02
27,0	-0,78	0,06
27,2	-0,80	0,10
27,4	-0,82	0,12
27,6	-0,82	0,16
27,8	-0,80	0,20
28,0	-0,78	0,22
28,2	-0,74	0,24
28,4	-0,68	0,26
28,6	-0,62	0,28
28,8	-0,56	0,30
29,0	-0,48	0,30
29,2	-0,38	0,30
29,4	-0,30	0,30
29,6	-0,20	0,30
29,8	-0,10	0,28
30,0	0,02	0,28
30,2	0,12	0,26
30,4	0,22	0,22
30,6	0,30	0,20
30,8	0,40	0,16
31,0	0,48	0,12
31,2	0,56	0,10
31,4	0,62	0,06
31,6	0,68	0,02
31,8	0,74	-0,02
32,0	0,78	-0,06
32,2	0,80	-0,10
32,4	0,82	-0,14
32,6	0,82	-0,16
32,8	0,80	-0,20
